Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0174  1.8576    -5.9478 -0.3208
      1  -4.4119  1.1156    -6.1000 -2.9833
      2  -3.5657  0.7232    -4.4661 -2.9044
      3  -3.9805  0.5731    -4.6296 -3.6100
      4  -4.2557  0.6072    -4.9356 -3.9772
      5  -4.1877  0.4363    -4.5069 -3.9824
      6  -4.1769  0.3265    -4.4747 -3.9914
      7  -4.1823  0.2457    -4.4737 -4.0124
      8  -4.1841  0.1944    -4.4732 -4.0223
      9  -4.1803  0.1591    -4.4705 -4.0237
     10  -4.1817  0.1378    -4.4703 -4.0293
     11  -4.1832  0.1242    -4.4702 -4.0350
     12  -4.1823  0.1163    -4.4694 -4.0353
     13  -4.1832  0.1112    -4.4694 -4.0387
     14  -4.1837  0.1086    -4.4694 -4.0405
     15  -4.1828  0.1061    -4.4685 -4.0405
     16  -4.1824  0.1049    -4.4681 -4.0405
     17  -4.1831  0.1034    -4.4681 -4.0428
     18  -4.1836  0.1022    -4.4681 -4.0448
     19  -4.1833  0.1015    -4.4677 -4.0447

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0594     0.0048  0.1897
      1   0.0999  0.0594     0.0048  0.1896
      2   0.1006  0.0592     0.0050  0.1897
      3   0.1014  0.0591     0.0053  0.1898
      4   0.0952  0.0603     0.0026  0.1887
      5   0.1066  0.0575     0.0089  0.1905
      6   0.1096  0.0558     0.0147  0.1908
      7   0.1116  0.0545     0.0192  0.1910
      8   0.1127  0.0538     0.0218  0.1911
      9   0.1143  0.0528     0.0247  0.1912
     10   0.1149  0.0524     0.0261  0.1913
     11   0.1156  0.0520     0.0276  0.1913
     12   0.1161  0.0517     0.0287  0.1914
     13   0.1165  0.0514     0.0295  0.1914
     14   0.1167  0.0513     0.0300  0.1915
     15   0.1174  0.0509     0.0312  0.1915
     16   0.1177  0.0507     0.0318  0.1915
     17   0.1179  0.0505     0.0324  0.1916
     18   0.1181  0.0504     0.0329  0.1916
     19   0.1185  0.0502     0.0336  0.1916

