Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1692  1.8627    -9.1582 -3.4584
      1  -7.5475  1.1696    -6.0892 -6.1299
      2  -6.6771  0.7922    -7.7048 -6.0489
      3  -7.0954  0.7034    -7.9417 -6.7158
      4  -7.2710  0.6302    -8.1310 -7.0224
      5  -7.4332  0.6236    -8.4427 -7.1848
      6  -7.3448  0.4608    -7.8128 -7.1776
      7  -7.3596  0.3525    -7.7960 -7.1938
      8  -7.3663  0.2813    -7.7833 -7.2027
      9  -7.3691  0.2359    -7.7728 -7.2083
     10  -7.3703  0.2054    -7.7602 -7.2158
     11  -7.3703  0.1875    -7.7520 -7.2187
     12  -7.3846  0.6735    -8.6782 -6.9887
     13  -7.2728  0.5277    -8.1269 -6.9689
     14  -7.2004  0.4161    -7.8065 -6.9503
     15  -7.3186  0.4744    -8.0233 -7.1153
     16  -7.2751  0.3757    -7.8176 -7.1131
     17  -7.3446  0.3661    -7.8725 -7.1429
     18  -7.3218  0.2890    -7.7912 -7.1414
     19  -7.2354  0.3312    -7.6618 -7.1142

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1015  0.0590     0.0057  0.1898
      1   0.1019  0.0587     0.0068  0.1898
      2   0.1004  0.0593     0.0053  0.1897
      3   0.0999  0.0595     0.0054  0.1896
      4   0.1018  0.0590     0.0073  0.1899
      5   0.0980  0.0595     0.0069  0.1892
      6   0.1122  0.0562     0.0132  0.1915
      7   0.1141  0.0549     0.0175  0.1916
      8   0.1153  0.0541     0.0205  0.1917
      9   0.1163  0.0534     0.0227  0.1918
     10   0.1176  0.0526     0.0254  0.1919
     11   0.1183  0.0521     0.0271  0.1920
     12   0.0291  0.0179     0.0023  0.0597
     13   0.0328  0.0183     0.0044  0.0633
     14   0.0360  0.0185     0.0074  0.0668
     15   0.0326  0.0175     0.0051  0.0615
     16   0.0351  0.0175     0.0077  0.0643
     17   0.0361  0.0186     0.0076  0.0676
     18   0.0381  0.0185     0.0094  0.0692
     19   0.0331  0.0150     0.0083  0.0571

