Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7634  2.4859    -8.3317 -0.2114
      1  -4.5759  2.2767    -8.8932 -2.1690
      2  -2.9059  0.9712    -4.4186 -2.1236
      3  -2.4129  0.7413    -3.0588 -1.9857
      4  -2.1714  0.8082    -2.6324 -1.6660
      5  -2.1970  0.6091    -2.6010 -2.1161
      6  -2.1419  0.4579    -2.3726 -2.1164
      7  -2.1362  0.3328    -2.3711 -2.1229
      8  -2.1238  0.2375    -2.3683 -2.1232
      9  -2.2493  0.6585    -2.6246 -2.1206
     10  -2.2002  0.4921    -2.5953 -2.1216
     11  -2.1740  0.3640    -2.5766 -2.1224
     12  -2.4653  1.0194    -3.6503 -2.0133
     13  -2.4634  0.8700    -2.8874 -2.1406
     14  -2.4171  0.6607    -2.7133 -2.1705
     15  -2.3876  0.4929    -2.6371 -2.1896
     16  -2.4653  0.6725    -2.8614 -2.2845
     17  -2.4185  0.4989    -2.7434 -2.2991
     18  -2.4066  0.3827    -2.7067 -2.3780
     19  -2.3885  0.2835    -2.6357 -2.3783

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0908  0.0595     0.0017  0.1871
      1   0.0781  0.0575     0.0010  0.1816
      2   0.0955  0.0599     0.0022  0.1885
      3   0.1060  0.0598     0.0036  0.1911
      4   0.1021  0.0614     0.0014  0.1906
      5   0.1151  0.0571     0.0086  0.1922
      6   0.1243  0.0531     0.0202  0.1932
      7   0.1293  0.0495     0.0341  0.1935
      8   0.1311  0.0478     0.0407  0.1936
      9   0.0717  0.0426     0.0055  0.1491
     10   0.0761  0.0416     0.0124  0.1517
     11   0.0788  0.0408     0.0174  0.1532
     12   0.0370  0.0253     0.0001  0.0801
     13   0.0418  0.0262     0.0001  0.0860
     14   0.0450  0.0254     0.0036  0.0879
     15   0.0469  0.0248     0.0083  0.0888
     16   0.0389  0.0219     0.0025  0.0750
     17   0.0412  0.0212     0.0074  0.0761
     18   0.0434  0.0210     0.0097  0.0782
     19   0.0452  0.0206     0.0127  0.0794

