trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  833 470.00  0.00 800.00  4.30  0
  1  652 370.00  0.00 800.00  3.00  0
  2  597 340.00  0.00 800.00  2.00  0
  3  758 430.00  0.00 800.00  1.00  0
  4  758 440.00  0.00 800.00  0.71  0
  5 1323 740.00  0.00 800.00 12.90  0
  6 1413 790.00  0.00 800.00 12.90  0
  7  884 500.00  0.00 800.00  1.00  0
  8  848 480.00  0.00 800.00  1.00  0
  9  830 470.00  0.00 800.00  1.00  0
 10  812 460.00  0.00 800.00  1.00  0
 11  794 450.00  0.00 800.00  1.00  0
 12  901 510.00  0.00 800.00  0.71  0
 13  543 310.00  0.00 800.00  2.00  0
 14  776 440.00  0.00 800.00  1.00  0
 15  776 440.00  0.00 800.00  0.71  0
 16  812 460.00  0.00 800.00  1.00  0
 17  812 480.00  0.00 800.00  2.00  0
 18  794 450.00  0.00 800.00  1.00  0
 19  794 430.00  0.00 800.00  0.71  0
