Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2089  1.4785    -4.3930 -0.1140
      1  -0.7291  1.3353    -2.8570 -0.0671
      2  -0.4824  1.3623    -2.7969 -0.0386
      3  -0.3634  1.3704    -2.6834 -0.0259
      4  -0.2073  1.0573    -0.4799 -0.0243
      5  -0.1141  0.7578    -0.3117 -0.0240
      6  -0.0647  0.5634    -0.2653 -0.0235
      7  -0.0382  0.3978    -0.2635 -0.0234
      8  -0.3384  1.3700    -2.6638 -0.0246
      9  -0.1838  1.0035    -0.3684 -0.0240
     10  -0.1038  0.7398    -0.2684 -0.0236
     11  -0.4975  1.6306    -4.7742 -0.0259
     12  -0.2783  1.2091    -0.9346 -0.0251
     13  -0.1582  0.8836    -0.4583 -0.0246
     14  -0.0951  0.6516    -0.3780 -0.0242
     15  -0.0604  0.4889    -0.2817 -0.0239
     16  -0.0420  0.3941    -0.2678 -0.0236
     17  -0.0300  0.3140    -0.2644 -0.0234
     18  -0.0215  0.2320    -0.2629 -0.0234
     19  -0.0166  0.1724    -0.2617 -0.0233

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0940  0.0622     0.0001  0.1889
      1   0.0967  0.0613     0.0001  0.1893
      2   0.0983  0.0611     0.0001  0.1896
      3   0.1002  0.0604     0.0001  0.1897
      4   0.1109  0.0569     0.0059  0.1912
      5   0.1138  0.0548     0.0171  0.1914
      6   0.1210  0.0517     0.0277  0.1923
      7   0.1221  0.0507     0.0309  0.1924
      8   0.0491  0.0338     0.0001  0.1097
      9   0.0519  0.0330     0.0039  0.1113
     10   0.0549  0.0324     0.0094  0.1137
     11   0.0263  0.0174     0.0000  0.0542
     12   0.0277  0.0167     0.0001  0.0548
     13   0.0290  0.0162     0.0026  0.0554
     14   0.0304  0.0159     0.0058  0.0566
     15   0.0320  0.0158     0.0077  0.0583
     16   0.0340  0.0162     0.0086  0.0608
     17   0.0360  0.0165     0.0097  0.0632
     18   0.0373  0.0165     0.0110  0.0646
     19   0.0386  0.0165     0.0126  0.0659

