trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  644 360.00  0.00 800.00 104.00  0
  1  744 420.00  0.00 800.00  6.44  1
  2  732 410.00  0.00 800.00 26.00  1
  3  661 370.00  0.00 800.00 52.00  1
  4  769 430.00  0.00 800.00 52.00  1
  5  608 340.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  1
  7  626 350.00  0.00 800.00 104.00  0
  8  626 370.00  0.00 800.00 156.00  0
  9  751 420.00  0.00 800.00 52.00  1
 10  859 480.00  0.00 800.00 52.00  1
 11  626 350.00  0.00 800.00 104.00  0
 12  626 350.00  0.00 800.00 156.00  0
 13  626 340.00  0.00 800.00 52.00  1
 14  626 370.00  0.00 800.00 156.00  0
 15  626 350.00  0.00 800.00 52.00  1
 16  626 330.00  0.00 800.00 156.00  0
 17  626 360.00  0.00 800.00 52.00  1
 18  626 370.00  0.00 800.00 156.00  0
 19  626 350.00  0.00 800.00 156.00  0
