Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7767  2.0757    -9.1181 -2.7043
      1  -4.1204  1.1751    -5.9495 -2.5272
      2  -3.2171  0.7613    -4.2043 -2.4235
      3  -2.8075  0.6134    -3.4805 -2.3807
      4  -3.0699  0.5089    -3.6149 -2.7786
      5  -2.9120  0.4932    -3.3364 -2.6812
      6  -2.7737  0.8661    -3.4114 -2.1355
      7  -2.6605  0.7933    -3.1508 -2.0058
      8  -2.7003  0.5993    -3.1312 -2.4476
      9  -2.7103  0.4752    -3.1246 -2.6420
     10  -2.7143  0.3908    -3.1260 -2.6498
     11  -2.7067  0.3003    -3.1201 -2.6525
     12  -2.6901  0.2247    -3.0980 -2.6525
     13  -2.6761  0.1714    -3.0710 -2.6521
     14  -2.6703  0.1353    -3.0562 -2.6521
     15  -2.6716  0.1162    -3.0596 -2.6530
     16  -2.6739  0.1066    -3.0663 -2.6536
     17  -2.6637  0.0879    -3.0264 -2.6530
     18  -2.6641  0.0835    -3.0282 -2.6531
     19  -2.6498  0.1091    -2.8992 -2.6512

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0591     0.0058  0.1898
      1   0.1012  0.0592     0.0056  0.1898
      2   0.1013  0.0592     0.0057  0.1899
      3   0.1021  0.0590     0.0064  0.1900
      4   0.1024  0.0581     0.0079  0.1898
      5   0.1034  0.0581     0.0079  0.1901
      6   0.0521  0.0418     0.0001  0.1332
      7   0.0555  0.0435     0.0003  0.1401
      8   0.0641  0.0435     0.0033  0.1469
      9   0.0713  0.0439     0.0079  0.1535
     10   0.0769  0.0445     0.0117  0.1593
     11   0.0801  0.0439     0.0157  0.1612
     12   0.0828  0.0430     0.0199  0.1625
     13   0.0858  0.0424     0.0234  0.1641
     14   0.0872  0.0419     0.0257  0.1647
     15   0.0898  0.0416     0.0284  0.1663
     16   0.0929  0.0416     0.0305  0.1687
     17   0.0953  0.0411     0.0334  0.1700
     18   0.0967  0.0408     0.0351  0.1707
     19   0.0615  0.0265     0.0214  0.1070

