Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4504  1.7246    -9.1880 -3.9857
      1  -5.0483  0.9869    -6.5128 -3.7841
      2  -4.3899  0.7057    -5.2588 -3.6649
      3  -3.9655  0.6258    -4.5925 -3.3743
      4  -4.2196  0.5807    -4.7293 -3.9677
      5  -4.1952  0.4377    -4.6306 -3.9859
      6  -3.8646  1.8558    -8.1539 -1.0538
      7  -3.7136  1.5517    -7.3528 -1.4082
      8  -3.6079  1.2829    -5.8835 -1.7416
      9  -3.7571  1.0489    -5.2189 -2.4780
     10  -3.8500  0.8684    -4.9900 -2.9553
     11  -3.8291  0.7224    -4.8600 -3.0355
     12  -4.0182  0.6866    -4.9933 -3.3218
     13  -4.3109  0.9071    -5.5881 -3.4344
     14  -4.3007  0.7479    -5.4178 -3.5267
     15  -4.6095  1.0473    -6.1969 -3.4771

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0587     0.0057  0.1899
      1   0.1020  0.0590     0.0048  0.1899
      2   0.1018  0.0591     0.0048  0.1899
      3   0.0997  0.0601     0.0035  0.1897
      4   0.1005  0.0595     0.0028  0.1896
      5   0.1063  0.0570     0.0093  0.1903
      6   0.0076  0.0084     0.0000  0.0205
      7   0.0093  0.0084     0.0000  0.0223
      8   0.0106  0.0082     0.0000  0.0235
      9   0.0122  0.0087     0.0000  0.0259
     10   0.0137  0.0091     0.0001  0.0273
     11   0.0142  0.0088     0.0004  0.0275
     12   0.0144  0.0090     0.0004  0.0281
     13   0.0100  0.0061     0.0001  0.0188
     14   0.0104  0.0059     0.0002  0.0189
     15   0.0074  0.0039     0.0000  0.0121

