Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3910  2.3010    -9.0802 -1.9298
      1  -3.5875  1.3200    -5.6500 -1.7004
      2  -2.5375  0.8510    -3.6560 -1.4972
      3  -3.0764  0.6067    -3.7544 -2.6477
      4  -3.3484  0.5370    -3.9140 -3.0605
      5  -3.1840  0.4760    -3.6137 -2.9625
      6  -3.1401  0.3745    -3.4198 -2.9541
      7  -3.1253  0.2971    -3.4146 -2.9526
      8  -3.1398  0.2113    -3.4146 -3.0105
      9  -3.1434  0.1584    -3.4144 -3.0386
     10  -3.1495  0.1203    -3.4146 -3.0974
     11  -3.1007  0.1830    -3.4111 -2.9506
     12  -3.0959  0.1559    -3.4100 -2.9490
     13  -3.1228  0.1249    -3.4121 -2.9816
     14  -3.0897  0.1409    -3.4092 -2.9465
     15  -3.0829  0.1342    -3.4084 -2.9430
     16  -3.0915  0.1247    -3.4092 -2.9485
     17  -3.0889  0.1227    -3.4089 -2.9470
     18  -3.0434  0.1339    -3.4030 -2.9299
     19  -3.1452  0.0731    -3.4131 -3.0808

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1046  0.0578     0.0082  0.1902
      1   0.1045  0.0579     0.0080  0.1902
      2   0.1039  0.0583     0.0072  0.1902
      3   0.1053  0.0576     0.0082  0.1903
      4   0.1043  0.0577     0.0080  0.1901
      5   0.1056  0.0567     0.0101  0.1901
      6   0.1146  0.0550     0.0171  0.1917
      7   0.1203  0.0532     0.0232  0.1926
      8   0.1249  0.0503     0.0329  0.1930
      9   0.1271  0.0488     0.0381  0.1931
     10   0.1297  0.0473     0.0430  0.1934
     11   0.1073  0.0473     0.0313  0.1851
     12   0.1099  0.0466     0.0347  0.1858
     13   0.1141  0.0459     0.0384  0.1872
     14   0.1102  0.0456     0.0368  0.1853
     15   0.1128  0.0453     0.0390  0.1862
     16   0.1152  0.0446     0.0421  0.1869
     17   0.1169  0.0442     0.0438  0.1874
     18   0.1122  0.0438     0.0421  0.1849
     19   0.1220  0.0440     0.0464  0.1892

