trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   12  10.00  0.00 800.00 26.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  656 370.00  0.00 800.00 10.80  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  676 380.00  0.00 800.00 17.20  0
  6  693 390.00  0.00 800.00 12.90  0
  7  727 410.00  0.00 800.00  8.60  1
  8  764 430.00  0.00 800.00 10.80  1
  9  693 390.00  0.00 800.00 12.90  0
 10  711 400.00  0.00 800.00 12.90  0
 11  782 440.00  0.00 800.00 10.80  0
 12  691 390.00  0.00 800.00  8.60  1
 13  782 440.00  0.00 800.00 12.90  0
 14  709 400.00  0.00 800.00  8.60  0
 15  673 380.00  0.00 800.00  8.60  1
 16  673 400.00  0.00 800.00  6.44  1
 17  691 390.00  0.00 800.00  8.60  1
 18  691 410.00  0.00 800.00 10.80  0
 19  709 400.00  0.00 800.00  8.60  0
