Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7135  2.6741    -9.0107 -0.6710
      1  -6.9134  1.4612    -8.3934 -4.8897
      2  -7.9600  0.9428    -4.6593 -6.9015
      3  -7.2502  0.7037    -8.1850 -6.7660
      4  -6.9190  0.6200    -7.5559 -6.5944
      5  -7.0970  0.5947    -7.6996 -6.8995
      6  -7.0599  0.4547    -7.4228 -6.9058
      7  -7.1016  0.3426    -7.4245 -7.1099
      8  -7.1113  0.2548    -7.4067 -7.1123
      9  -7.1158  0.1952    -7.3907 -7.1139
     10  -7.1177  0.1556    -7.3773 -7.1150
     11  -7.1191  0.1281    -7.3699 -7.1168
     12  -7.1192  0.1117    -7.3695 -7.1171
     13  -7.1195  0.0989    -7.3690 -7.1182
     14  -7.1195  0.0900    -7.3686 -7.1189
     15  -7.1192  0.0840    -7.3682 -7.1192
     16  -7.1189  0.0803    -7.3680 -7.1193
     17  -7.1186  0.0772    -7.3678 -7.1194
     18  -7.1184  0.0751    -7.3677 -7.1195
     19  -7.1182  0.0726    -7.3674 -7.1197

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0585     0.0073  0.1898
      1   0.1019  0.0586     0.0072  0.1898
      2   0.1027  0.0583     0.0084  0.1899
      3   0.0998  0.0591     0.0062  0.1895
      4   0.1008  0.0593     0.0055  0.1898
      5   0.1018  0.0592     0.0059  0.1901
      6   0.1128  0.0565     0.0122  0.1917
      7   0.1215  0.0533     0.0216  0.1928
      8   0.1233  0.0519     0.0271  0.1929
      9   0.1248  0.0507     0.0311  0.1930
     10   0.1259  0.0499     0.0343  0.1931
     11   0.1279  0.0487     0.0381  0.1933
     12   0.1284  0.0482     0.0397  0.1933
     13   0.1298  0.0473     0.0427  0.1934
     14   0.1311  0.0465     0.0452  0.1935
     15   0.1318  0.0460     0.0470  0.1936
     16   0.1321  0.0458     0.0480  0.1936
     17   0.1325  0.0455     0.0490  0.1936
     18   0.1327  0.0453     0.0495  0.1936
     19   0.1332  0.0449     0.0507  0.1937

