Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3298  2.3248    -9.0729 -1.8487
      1  -3.4126  1.2742    -5.4089 -1.6533
      2  -4.4951  0.7435    -5.5121 -3.7206
      3  -5.0204  0.6038    -5.7226 -4.6089
      4  -5.1928  0.5513    -5.8006 -4.9818
      5  -5.3579  0.5806    -6.1490 -5.1470
      6  -5.2579  0.3509    -5.5303 -5.1366
      7  -5.2780  0.2744    -5.5295 -5.2740
      8  -5.2815  0.2177    -5.5285 -5.2769
      9  -5.2678  0.1359    -5.5208 -5.2769
     10  -5.2670  0.0989    -5.5202 -5.2771
     11  -5.2699  0.0746    -5.5201 -5.2798
     12  -5.2701  0.0587    -5.5200 -5.2800
     13  -5.2702  0.0485    -5.5199 -5.2802
     14  -5.3103  0.1550    -5.7221 -5.2818
     15  -5.2835  0.1038    -5.5754 -5.2806
     16  -5.2836  0.0896    -5.5712 -5.2810
     17  -5.2821  0.0756    -5.5539 -5.2809
     18  -5.2811  0.0675    -5.5395 -5.2809
     19  -5.2807  0.0634    -5.5335 -5.2809

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0589     0.0063  0.1898
      1   0.1013  0.0588     0.0064  0.1897
      2   0.1012  0.0590     0.0058  0.1898
      3   0.0996  0.0594     0.0045  0.1895
      4   0.1023  0.0590     0.0055  0.1900
      5   0.0996  0.0598     0.0044  0.1896
      6   0.1139  0.0557     0.0143  0.1917
      7   0.1212  0.0529     0.0221  0.1926
      8   0.1237  0.0512     0.0282  0.1928
      9   0.1285  0.0481     0.0393  0.1932
     10   0.1289  0.0477     0.0410  0.1932
     11   0.1331  0.0457     0.0478  0.1937
     12   0.1336  0.0453     0.0492  0.1937
     13   0.1339  0.0450     0.0502  0.1938
     14   0.0808  0.0414     0.0196  0.1568
     15   0.0870  0.0406     0.0254  0.1611
     16   0.0891  0.0403     0.0279  0.1624
     17   0.0895  0.0401     0.0288  0.1625
     18   0.0898  0.0399     0.0296  0.1626
     19   0.0899  0.0398     0.0299  0.1627

