Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6606  2.7079    -9.0058 -0.5480
      1  -2.4813  1.5117    -4.8512 -0.3060
      2  -1.1835  0.9256    -2.3476 -0.1495
      3  -0.6467  0.7420    -1.3384 -0.0853
      4  -1.0122  0.6839    -1.5462 -0.6828
      5  -0.8570  0.6524    -1.2654 -0.5904
      6  -1.2750  1.2598    -3.4828 -0.6840
      7  -1.2392  1.4865    -5.0211 -0.5115
      8  -1.0697  1.2848    -3.3125 -0.4625
      9  -1.4770  2.1395    -7.3456 -0.1630
     10  -1.0830  1.6840    -5.7217 -0.1513
     11  -0.8447  1.2782    -2.6705 -0.1452
     12  -0.8001  1.0524    -1.5149 -0.2312
     13  -0.7760  0.8540    -1.3212 -0.3165
     14  -0.7775  0.7021    -1.3006 -0.4121
     15  -0.8277  0.6406    -1.3186 -0.5491
     16  -1.1340  1.1312    -2.2618 -0.5677
     17  -1.0297  0.8515    -1.8145 -0.5684
     18  -0.9431  0.6778    -1.5674 -0.5620
     19  -0.8933  0.5263    -1.4777 -0.5611

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0072  0.1899
      1   0.1032  0.0582     0.0080  0.1900
      2   0.1046  0.0579     0.0088  0.1903
      3   0.1069  0.0571     0.0110  0.1906
      4   0.1025  0.0580     0.0083  0.1898
      5   0.1032  0.0571     0.0098  0.1896
      6   0.0523  0.0435     0.0001  0.1378
      7   0.0381  0.0322     0.0000  0.0973
      8   0.0431  0.0338     0.0001  0.1048
      9   0.0149  0.0137     0.0000  0.0381
     10   0.0169  0.0134     0.0000  0.0394
     11   0.0180  0.0131     0.0001  0.0400
     12   0.0203  0.0136     0.0002  0.0427
     13   0.0224  0.0139     0.0009  0.0453
     14   0.0244  0.0142     0.0017  0.0475
     15   0.0258  0.0149     0.0021  0.0503
     16   0.0148  0.0092     0.0001  0.0286
     17   0.0153  0.0090     0.0005  0.0289
     18   0.0165  0.0091     0.0009  0.0305
     19   0.0173  0.0090     0.0013  0.0312

