trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   63  40.00  0.00 800.00 12.90  1
  1  698 390.00  0.00 800.00 104.00  0
  2  656 370.00  0.00 800.00 10.80  0
  3  742 420.00  0.00 800.00  3.00  0
  4  687 390.00  0.00 800.00  2.00  0
  5  597 340.00  0.00 800.00  2.00  0
  6  758 430.00  0.00 800.00  1.00  1
  7  740 420.00  0.00 800.00  1.00  1
  8  615 350.00  0.00 800.00  2.00  1
  9  597 340.00  0.00 800.00  2.00  1
 10  597 350.00  0.00 800.00  1.00  1
 11  597 320.00  0.00 800.00  3.00  1
 12  759 430.00  0.00 800.00  2.00  1
 13  743 420.00  0.00 800.00  4.30  0
 14  778 440.00  0.00 800.00  3.00  0
 15  742 420.00  0.00 800.00  3.00  0
 16  705 400.00  0.00 800.00  2.00  0
 17  741 420.00  0.00 800.00  2.00  0
 18  741 440.00  0.00 800.00  3.00  0
 19  741 440.00  0.00 800.00  1.00  0
