Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3792  1.5312    -4.7072 -0.2552
      1  -3.5188  0.9340    -4.8664 -2.4384
      2  -4.1693  0.6888    -4.9841 -3.6752
      3  -4.4527  0.6193    -5.1477 -4.1326
      4  -4.6072  0.5935    -5.3025 -4.3441
      5  -4.8625  0.7697    -6.1807 -4.5219
      6  -4.7336  0.4997    -5.1863 -4.5280
      7  -4.7661  0.4061    -5.1703 -4.7423
      8  -4.7492  0.2801    -5.0546 -4.7434
      9  -4.7358  0.2051    -4.9964 -4.7437
     10  -4.7438  0.1521    -4.9961 -4.7515
     11  -4.7426  0.1118    -4.9952 -4.7517
     12  -4.7399  0.0821    -4.9926 -4.7518
     13  -4.7391  0.0621    -4.9917 -4.7520
     14  -4.7389  0.0485    -4.9914 -4.7521
     15  -4.7391  0.0395    -4.9914 -4.7522
     16  -4.7391  0.0338    -4.9913 -4.7523
     17  -4.7393  0.0297    -4.9913 -4.7525
     18  -4.7394  0.0276    -4.9913 -4.7526
     19  -4.7395  0.0261    -4.9913 -4.7526

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0594     0.0041  0.1897
      1   0.1005  0.0594     0.0039  0.1897
      2   0.1000  0.0595     0.0032  0.1896
      3   0.1001  0.0595     0.0034  0.1895
      4   0.0993  0.0592     0.0039  0.1892
      5   0.0801  0.0599     0.0007  0.1838
      6   0.0947  0.0576     0.0050  0.1870
      7   0.1050  0.0565     0.0093  0.1893
      8   0.1082  0.0546     0.0161  0.1897
      9   0.1153  0.0519     0.0242  0.1907
     10   0.1212  0.0495     0.0319  0.1915
     11   0.1218  0.0489     0.0341  0.1915
     12   0.1256  0.0471     0.0408  0.1920
     13   0.1284  0.0456     0.0458  0.1924
     14   0.1300  0.0447     0.0492  0.1925
     15   0.1301  0.0446     0.0494  0.1925
     16   0.1309  0.0440     0.0513  0.1926
     17   0.1310  0.0439     0.0517  0.1926
     18   0.1311  0.0439     0.0518  0.1926
     19   0.1311  0.0438     0.0520  0.1926

