trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  107  60.00  0.00 800.00 520.00  1
  1  791 440.00  0.00 800.00 520.00  0
  2  806 450.00  0.00 800.00 104.00  1
  3  754 420.00  0.00 800.00 260.00  0
  4  753 420.00  0.00 800.00 156.00  0
  5  788 440.00  0.00 800.00 104.00  1
  6  753 440.00  0.00 800.00 260.00  0
  7  753 440.00  0.00 800.00 104.00  1
  8  753 440.00  0.00 800.00 104.00  0
  9  752 420.00  0.00 800.00 104.00  0
 10    6  10.00  0.00 800.00  6.44  1
 11  554 310.00  0.00 800.00 104.00  0
 12    0  10.00  0.00 800.00  0.43  1
 13    0  20.00  0.00 800.00  0.71  1
 14    0  30.00  0.00 800.00  0.71  1
 15  643 360.00  0.00 800.00 52.00  1
 16  661 370.00  0.00 800.00 52.00  1
 17  464 260.00  0.00 800.00 104.00  1
 18  861 480.00  0.00 800.00 156.00  0
 19  518 290.00  0.00 800.00 104.00  1
