Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7459  2.0942    -9.1151 -2.6478
      1  -3.9608  1.1324    -5.6999 -2.4648
      2  -3.1806  0.7738    -4.1992 -2.3877
      3  -3.7318  0.5905    -4.4063 -3.3517
      4  -4.0155  0.6184    -4.7380 -3.7188
      5  -4.3463  0.9745    -6.1741 -3.7240
      6  -4.1759  0.7201    -4.9686 -3.7742
      7  -4.1364  0.5401    -4.6849 -3.8388
      8  -4.2217  0.4798    -4.7162 -3.9942
      9  -4.2219  0.3683    -4.6942 -4.0179
     10  -4.2209  0.2917    -4.6803 -4.0308
     11  -4.1916  0.2205    -4.5083 -4.0257
     12  -4.1864  0.1770    -4.4770 -4.0269
     13  -4.1815  0.1484    -4.4728 -4.0273
     14  -4.1826  0.1322    -4.4727 -4.0313
     15  -4.1807  0.1213    -4.4709 -4.0314
     16  -4.1818  0.1150    -4.4708 -4.0347
     17  -4.1828  0.1108    -4.4708 -4.0378
     18  -4.1839  0.1079    -4.4707 -4.0409
     19  -4.1851  0.1055    -4.4707 -4.0443

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0591     0.0057  0.1898
      1   0.1007  0.0592     0.0053  0.1897
      2   0.1006  0.0590     0.0058  0.1896
      3   0.1004  0.0593     0.0050  0.1897
      4   0.0939  0.0603     0.0025  0.1884
      5   0.0443  0.0412     0.0001  0.1270
      6   0.0542  0.0426     0.0001  0.1369
      7   0.0580  0.0421     0.0027  0.1395
      8   0.0624  0.0436     0.0041  0.1467
      9   0.0647  0.0431     0.0075  0.1481
     10   0.0661  0.0427     0.0093  0.1489
     11   0.0719  0.0426     0.0134  0.1534
     12   0.0731  0.0422     0.0152  0.1540
     13   0.0748  0.0419     0.0171  0.1551
     14   0.0753  0.0417     0.0180  0.1553
     15   0.0762  0.0415     0.0193  0.1558
     16   0.0766  0.0413     0.0201  0.1559
     17   0.0769  0.0412     0.0209  0.1561
     18   0.0774  0.0411     0.0214  0.1564
     19   0.0778  0.0410     0.0220  0.1566

