Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.0402  1.9071    -6.4473 -0.0637
      1  -1.3642  1.9488    -6.8760 -0.3705
      2  -1.8676  2.1986    -7.6927 -0.5852
      3  -3.8736  2.7050    -8.8362 -0.6236
      4  -3.5992  2.6448    -8.7423 -0.6650
      5  -2.6891  2.2197    -8.0389 -0.6174
      6  -2.3301  1.9021    -7.1339 -0.6296
      7  -3.3487  2.0485    -8.0647 -0.9859
      8  -3.0838  1.7794    -7.2118 -1.0734
      9  -2.9067  1.5523    -6.1769 -1.1136
     10  -2.4102  1.2953    -4.7060 -0.9860
     11  -2.9070  1.3097    -5.4659 -1.4469
     12  -2.6233  1.1365    -4.3657 -1.3724
     13  -2.5529  0.9645    -4.0001 -1.3984
     14  -2.7996  0.8973    -4.1851 -1.7842
     15  -3.1081  0.9224    -4.5876 -2.1266
     16  -2.9273  0.7988    -4.1052 -2.0452
     17  -2.7832  0.7171    -3.8087 -1.9590
     18  -2.8926  0.6455    -3.8703 -2.1780
     19  -2.7919  0.5792    -3.6611 -2.1343

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0868  0.0649     0.0000  0.1880
      1   0.0804  0.0653     0.0000  0.1866
      2   0.0633  0.0637     0.0000  0.1813
      3   0.0049  0.0073     0.0000  0.0162
      4   0.0067  0.0078     0.0000  0.0189
      5   0.0085  0.0088     0.0000  0.0226
      6   0.0100  0.0088     0.0000  0.0242
      7   0.0059  0.0045     0.0000  0.0113
      8   0.0068  0.0042     0.0000  0.0118
      9   0.0074  0.0038     0.0001  0.0121
     10   0.0080  0.0041     0.0001  0.0129
     11   0.0073  0.0036     0.0001  0.0118
     12   0.0078  0.0037     0.0001  0.0124
     13   0.0081  0.0035     0.0002  0.0125
     14   0.0082  0.0036     0.0002  0.0127
     15   0.0078  0.0032     0.0001  0.0119
     16   0.0081  0.0034     0.0003  0.0125
     17   0.0084  0.0036     0.0003  0.0129
     18   0.0088  0.0038     0.0004  0.0133
     19   0.0091  0.0040     0.0005  0.0136

