Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.3228  1.3953    -6.7055 -5.7710
      1  -6.3321  1.0522    -7.5274 -5.2758
      2  -5.8577  0.9965    -6.6949 -4.3305
      3  -5.4532  1.1787    -6.2926 -2.6054
      4  -4.5876  1.7506    -6.2562 -0.8628
      5  -3.2561  1.9435    -6.3367 -0.3716
      6  -4.2423  1.4746    -6.4201 -1.5483
      7  -3.5677  1.6280    -6.8356 -0.9237
      8  -3.8443  1.3245    -6.1683 -1.9119
      9  -3.7971  1.1420    -5.5384 -2.1724
     10  -4.0554  0.9700    -5.5654 -2.8971
     11  -4.3830  0.9490    -5.8126 -3.2777
     12  -4.1961  0.8473    -5.4140 -3.2286
     13  -4.3167  0.7406    -5.4305 -3.5256
     14  -4.1881  0.6549    -5.1373 -3.4827
     15  -4.2777  0.5741    -5.1698 -3.7082
     16  -4.1951  0.5018    -4.9657 -3.6905
     17  -4.1445  0.4400    -4.8560 -3.6674
     18  -4.2132  0.3878    -4.8914 -3.7872
     19  -4.2592  0.3451    -4.9111 -3.9254

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0604     0.0016  0.1894
      1   0.0954  0.0612     0.0006  0.1889
      2   0.0946  0.0615     0.0004  0.1889
      3   0.0848  0.0626     0.0001  0.1868
      4   0.0347  0.0409     0.0000  0.1234
      5   0.0092  0.0072     0.0000  0.0196
      6   0.0108  0.0086     0.0000  0.0244
      7   0.0078  0.0056     0.0000  0.0146
      8   0.0088  0.0059     0.0000  0.0170
      9   0.0095  0.0056     0.0001  0.0174
     10   0.0102  0.0059     0.0001  0.0186
     11   0.0098  0.0056     0.0001  0.0175
     12   0.0104  0.0058     0.0001  0.0185
     13   0.0111  0.0060     0.0002  0.0194
     14   0.0118  0.0062     0.0004  0.0201
     15   0.0126  0.0064     0.0006  0.0207
     16   0.0134  0.0066     0.0008  0.0224
     17   0.0141  0.0067     0.0010  0.0236
     18   0.0150  0.0069     0.0013  0.0249
     19   0.0158  0.0070     0.0016  0.0257

