Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3776  2.2968    -9.0776 -1.9367
      1  -7.1778  1.3294    -7.4415 -5.3991
      2  -6.1667  0.8314    -7.3424 -5.3032
      3  -6.7079  0.6551    -7.5391 -6.3111
      4  -6.4120  0.5548    -6.9871 -6.1231
      5  -6.5722  0.5313    -7.0838 -6.3998
      6  -6.5429  0.3972    -6.8436 -6.4076
      7  -6.5765  0.2961    -6.8437 -6.5863
      8  -6.5846  0.2194    -6.8429 -6.5889
      9  -6.5887  0.1673    -6.8423 -6.5907
     10  -6.5789  0.1162    -6.8340 -6.5904
     11  -6.5832  0.0866    -6.8340 -6.5939
     12  -6.5837  0.0668    -6.8339 -6.5942
     13  -6.5839  0.0537    -6.8338 -6.5943
     14  -6.5839  0.0455    -6.8337 -6.5944
     15  -6.5839  0.0404    -6.8336 -6.5945
     16  -6.5839  0.0371    -6.8336 -6.5945
     17  -6.5838  0.0348    -6.8335 -6.5946
     18  -6.5838  0.0329    -6.8335 -6.5946
     19  -6.5838  0.0315    -6.8334 -6.5947

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0588     0.0067  0.1898
      1   0.1020  0.0587     0.0071  0.1899
      2   0.1012  0.0590     0.0062  0.1898
      3   0.1010  0.0592     0.0062  0.1898
      4   0.1023  0.0588     0.0067  0.1900
      5   0.1030  0.0585     0.0071  0.1900
      6   0.1127  0.0556     0.0147  0.1915
      7   0.1204  0.0527     0.0237  0.1924
      8   0.1224  0.0512     0.0291  0.1926
      9   0.1241  0.0500     0.0332  0.1927
     10   0.1299  0.0473     0.0426  0.1933
     11   0.1339  0.0453     0.0492  0.1938
     12   0.1343  0.0449     0.0506  0.1938
     13   0.1347  0.0445     0.0518  0.1938
     14   0.1349  0.0443     0.0525  0.1939
     15   0.1351  0.0441     0.0531  0.1939
     16   0.1352  0.0440     0.0535  0.1939
     17   0.1354  0.0439     0.0540  0.1939
     18   0.1356  0.0437     0.0547  0.1939
     19   0.1358  0.0435     0.0554  0.1939

