Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.1256  1.5480    -4.3543 -0.2217
      1  -3.1808  1.1898    -5.4753 -2.1429
      2  -3.8197  1.1952    -6.9392 -3.0798
      3  -3.3348  0.6885    -3.8859 -2.9522
      4  -3.5098  0.6988    -4.0669 -3.2411
      5  -3.9306  1.3042    -7.2659 -2.9554
      6  -3.6979  0.9080    -4.9197 -3.2009
      7  -3.7969  0.8689    -4.9707 -3.4353
      8  -3.7144  0.6559    -4.1938 -3.4529
      9  -3.7322  0.5323    -4.1651 -3.5592
     10  -3.9367  0.9836    -5.6182 -3.4576
     11  -3.8597  0.7397    -4.5863 -3.5537
     12  -3.8164  0.5560    -4.3491 -3.6119
     13  -3.7929  0.4195    -4.2151 -3.6485
     14  -3.7771  0.3232    -4.2009 -3.6717
     15  -3.7809  0.2584    -4.1991 -3.6956
     16  -3.8708  0.2887    -4.2771 -3.7125
     17  -3.9256  0.2650    -4.3418 -3.7440
     18  -3.9535  0.2257    -4.3623 -3.7973
     19  -3.9670  0.1881    -4.3687 -3.8789

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0977  0.0605     0.0021  0.1893
      1   0.0955  0.0611     0.0017  0.1890
      2   0.0912  0.0620     0.0011  0.1883
      3   0.1011  0.0596     0.0026  0.1898
      4   0.1026  0.0600     0.0019  0.1903
      5   0.0419  0.0398     0.0000  0.1189
      6   0.0504  0.0401     0.0001  0.1261
      7   0.0526  0.0416     0.0001  0.1317
      8   0.0597  0.0413     0.0005  0.1373
      9   0.0668  0.0422     0.0046  0.1448
     10   0.0301  0.0230     0.0000  0.0696
     11   0.0332  0.0225     0.0001  0.0719
     12   0.0356  0.0219     0.0021  0.0734
     13   0.0371  0.0215     0.0053  0.0743
     14   0.0386  0.0212     0.0077  0.0752
     15   0.0399  0.0210     0.0091  0.0761
     16   0.0346  0.0175     0.0079  0.0640
     17   0.0353  0.0180     0.0082  0.0659
     18   0.0373  0.0188     0.0089  0.0689
     19   0.0392  0.0192     0.0100  0.0719

