Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6658  2.1450    -9.1077 -2.4649
      1  -3.8679  1.1759    -5.6823 -2.2371
      2  -4.7395  0.7387    -5.7628 -3.9787
      3  -5.2656  0.5986    -5.9363 -4.8704
      4  -5.1041  0.4693    -5.5959 -4.8135
      5  -5.2647  0.4460    -5.7156 -5.1059
      6  -5.2622  0.3266    -5.6799 -5.1268
      7  -5.2781  0.2437    -5.6765 -5.2439
      8  -5.2840  0.1888    -5.6732 -5.2704
      9  -5.2829  0.1503    -5.6647 -5.2706
     10  -5.2823  0.1273    -5.6591 -5.2707
     11  -5.2839  0.1128    -5.6585 -5.2721
     12  -5.2829  0.1037    -5.6527 -5.2721
     13  -5.2825  0.0990    -5.6501 -5.2721
     14  -5.2819  0.0957    -5.6462 -5.2722
     15  -5.2839  0.0916    -5.6470 -5.2741
     16  -5.2876  0.0857    -5.6490 -5.2778
     17  -5.2879  0.0848    -5.6489 -5.2781
     18  -5.2876  0.0840    -5.6471 -5.2781
     19  -5.2895  0.0811    -5.6482 -5.2799

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1037  0.0581     0.0076  0.1901
      1   0.1034  0.0583     0.0069  0.1901
      2   0.1035  0.0580     0.0075  0.1900
      3   0.1020  0.0586     0.0058  0.1898
      4   0.1051  0.0570     0.0102  0.1901
      5   0.1073  0.0568     0.0105  0.1905
      6   0.1099  0.0552     0.0170  0.1908
      7   0.1141  0.0533     0.0233  0.1913
      8   0.1163  0.0521     0.0274  0.1915
      9   0.1169  0.0516     0.0289  0.1916
     10   0.1173  0.0513     0.0299  0.1916
     11   0.1181  0.0508     0.0315  0.1917
     12   0.1185  0.0505     0.0325  0.1917
     13   0.1187  0.0504     0.0330  0.1917
     14   0.1190  0.0502     0.0337  0.1917
     15   0.1200  0.0496     0.0353  0.1919
     16   0.1216  0.0490     0.0372  0.1921
     17   0.1220  0.0488     0.0379  0.1921
     18   0.1221  0.0487     0.0382  0.1921
     19   0.1232  0.0482     0.0398  0.1922

