Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6279  2.7224    -9.0020 -0.5082
      1  -2.3137  1.4524    -4.5803 -0.2665
      2  -3.4578  0.8560    -4.6909 -2.4438
      3  -2.8077  0.6148    -3.5063 -2.3765
      4  -3.0820  0.5314    -3.6471 -2.7779
      5  -2.9161  0.4969    -3.3445 -2.6798
      6  -2.7840  0.8589    -3.4258 -2.1888
      7  -2.6723  0.7796    -3.1523 -2.1179
      8  -2.7077  0.6066    -3.1350 -2.4588
      9  -2.7215  0.5034    -3.1338 -2.6428
     10  -2.7116  0.3844    -3.1241 -2.6492
     11  -2.7263  0.3437    -3.1362 -2.6533
     12  -2.7237  0.2768    -3.1346 -2.6552
     13  -2.7034  0.2101    -3.1141 -2.6545
     14  -2.7027  0.1745    -3.1139 -2.6552
     15  -2.7204  0.1683    -3.1268 -2.6570
     16  -2.6979  0.1379    -3.1074 -2.6553
     17  -2.6986  0.1270    -3.1082 -2.6555
     18  -2.6909  0.1138    -3.0987 -2.6550
     19  -2.6935  0.1120    -3.1019 -2.6552

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0075  0.1899
      1   0.1027  0.0584     0.0077  0.1900
      2   0.1021  0.0587     0.0070  0.1899
      3   0.1016  0.0588     0.0067  0.1898
      4   0.1015  0.0585     0.0072  0.1897
      5   0.1030  0.0583     0.0077  0.1900
      6   0.0519  0.0416     0.0001  0.1327
      7   0.0553  0.0432     0.0004  0.1396
      8   0.0644  0.0437     0.0033  0.1475
      9   0.0716  0.0447     0.0072  0.1553
     10   0.0759  0.0440     0.0117  0.1578
     11   0.0778  0.0446     0.0136  0.1612
     12   0.0816  0.0446     0.0164  0.1642
     13   0.0852  0.0438     0.0213  0.1659
     14   0.0877  0.0435     0.0235  0.1675
     15   0.0880  0.0441     0.0238  0.1694
     16   0.0929  0.0436     0.0282  0.1719
     17   0.0947  0.0434     0.0297  0.1729
     18   0.0968  0.0428     0.0323  0.1738
     19   0.0990  0.0428     0.0339  0.1753

