trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1263 710.00  0.00 800.00  2.00  0
  1  707 400.00  0.00 800.00  4.30  1
  2  656 370.00  0.00 800.00 10.80  0
  3  654 370.00  0.00 800.00  6.44  1
  4  744 420.00  0.00 800.00  6.44  0
  5  654 350.00  0.00 800.00  8.60  1
  6  655 370.00  0.00 800.00  8.60  1
  7  744 420.00  0.00 800.00  6.44  0
  8 1057 590.00  0.00 800.00 52.00  0
  9  762 430.00  0.00 800.00  6.44  0
 10  691 390.00  0.00 800.00  8.60  1
 11 1419 790.00  0.00 800.00 156.00  0
 12 1418 790.00  0.00 800.00 104.00  0
 13  765 430.00  0.00 800.00 12.90  0
 14  744 420.00  0.00 800.00  6.44  0
 15  671 380.00  0.00 800.00  4.30  1
 16  780 440.00  0.00 800.00  6.44  1
 17  546 310.00  0.00 800.00  6.44  1
 18  726 410.00  0.00 800.00  6.44  0
 19  763 430.00  0.00 800.00  8.60  1
