Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.8114  1.7301    -6.0777 -0.1699
      1  -2.7634  1.6976    -7.3937 -1.6050
      2  -1.9892  0.9714    -2.7381 -1.4639
      3  -2.1196  0.8728    -2.7100 -1.7728
      4  -1.9535  0.8093    -2.3439 -1.6608
      5  -2.1259  1.0733    -3.6610 -1.8420
      6  -2.4778  1.4250    -6.3803 -1.8516
      7  -2.4694  1.6204    -7.0482 -1.5953
      8  -2.2317  1.2389    -5.0523 -1.6770
      9  -2.1012  1.1146    -3.8727 -1.6507
     10  -2.5520  1.6697    -7.2339 -1.4694
     11  -2.3101  1.2968    -5.4982 -1.6112
     12  -2.1652  0.9821    -3.2035 -1.6537
     13  -2.0684  0.7497    -2.5954 -1.6819
     14  -1.9857  0.7751    -2.4841 -1.5884
     15  -1.9714  0.5976    -2.3736 -1.7116
     16  -2.0953  0.7285    -2.6085 -1.7971
     17  -2.0722  0.5667    -2.5469 -1.8603
     18  -2.0093  0.6360    -2.4708 -1.7800
     19  -2.2214  0.9866    -3.1557 -1.7518

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0934  0.0618     0.0001  0.1888
      1   0.0877  0.0628     0.0001  0.1878
      2   0.0997  0.0605     0.0001  0.1898
      3   0.1036  0.0590     0.0024  0.1902
      4   0.1050  0.0587     0.0028  0.1904
      5   0.0820  0.0561     0.0001  0.1794
      6   0.0484  0.0407     0.0000  0.1239
      7   0.0390  0.0354     0.0000  0.1033
      8   0.0433  0.0347     0.0000  0.1063
      9   0.0497  0.0372     0.0001  0.1167
     10   0.0241  0.0219     0.0000  0.0619
     11   0.0269  0.0215     0.0000  0.0638
     12   0.0286  0.0210     0.0001  0.0649
     13   0.0312  0.0208     0.0008  0.0667
     14   0.0297  0.0199     0.0007  0.0633
     15   0.0323  0.0196     0.0021  0.0654
     16   0.0268  0.0167     0.0009  0.0541
     17   0.0287  0.0165     0.0022  0.0553
     18   0.0263  0.0151     0.0015  0.0508
     19   0.0174  0.0113     0.0001  0.0345

