trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  419 240.00  0.00 800.00  4.30  1
  1  645 360.00  0.00 800.00 156.00  1
  2  971 540.00  0.00 800.00 520.00  0
  3  844 470.00  0.00 800.00 260.00  0
  4  664 370.00  0.00 800.00 260.00  0
  5  753 420.00  0.00 800.00 156.00  1
  6  664 360.00  0.00 800.00 520.00  1
  7    5  10.00  0.00 800.00  4.30  1
  8    5  20.00  0.00 800.00  3.00  1
  9  845 470.00  0.00 800.00 520.00  0
 10  609 340.00  0.00 800.00 156.00  1
 11  719 400.00  0.00 800.00 520.00  0
 12  682 380.00  0.00 800.00 260.00  1
 13  592 330.00  0.00 800.00 260.00  1
 14  862 480.00  0.00 800.00 260.00  1
 15  845 470.00  0.00 800.00 520.00  1
 16    7  10.00  0.00 800.00  8.60  1
 17  935 520.00  0.00 800.00 520.00  0
 18  935 510.00  0.00 800.00 260.00  0
 19  917 510.00  0.00 800.00 520.00  0
