Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2536  2.3668    -9.0651 -1.7002
      1  -3.4614  1.3759    -5.6422 -1.5150
      2  -2.3033  0.8322    -3.4029 -1.3852
      3  -1.7754  0.6660    -2.4527 -1.3287
      4  -2.0446  0.5886    -2.5936 -1.7366
      5  -1.8898  0.5588    -2.3180 -1.6382
      6  -1.9285  0.4843    -2.3377 -1.8570
      7  -1.8946  0.3531    -2.2869 -1.8574
      8  -1.8752  0.2608    -2.2355 -1.8577
      9  -1.8855  0.2211    -2.2676 -1.8628
     10  -1.8794  0.1669    -2.2547 -1.8629
     11  -1.8792  0.1325    -2.2542 -1.8640
     12  -1.8669  0.0996    -2.1692 -1.8634
     13  -1.8596  0.0745    -2.1095 -1.8631
     14  -1.8586  0.0627    -2.1087 -1.8631
     15  -1.8619  0.0634    -2.1117 -1.8637
     16  -1.8624  0.0600    -2.1120 -1.8638
     17  -1.8609  0.0547    -2.1105 -1.8637
     18  -1.8642  0.0608    -2.1314 -1.8640
     19  -1.8685  0.0678    -2.1875 -1.8642

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0588     0.0065  0.1898
      1   0.1018  0.0587     0.0068  0.1898
      2   0.1017  0.0588     0.0068  0.1898
      3   0.1018  0.0587     0.0071  0.1899
      4   0.1017  0.0585     0.0073  0.1897
      5   0.1022  0.0578     0.0081  0.1896
      6   0.1116  0.0569     0.0121  0.1917
      7   0.1168  0.0542     0.0202  0.1922
      8   0.1208  0.0522     0.0267  0.1926
      9   0.1260  0.0506     0.0331  0.1935
     10   0.1274  0.0496     0.0367  0.1935
     11   0.1292  0.0484     0.0407  0.1937
     12   0.1322  0.0469     0.0453  0.1940
     13   0.1343  0.0458     0.0491  0.1942
     14   0.1349  0.0454     0.0503  0.1942
     15   0.1385  0.0443     0.0542  0.1948
     16   0.1406  0.0432     0.0577  0.1950
     17   0.1412  0.0427     0.0592  0.1950
     18   0.1441  0.0419     0.0624  0.1954
     19   0.1465  0.0412     0.0647  0.1958

