trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  617 350.00  0.00 800.00  4.30  1
  1  664 370.00  0.00 800.00 260.00  0
  2  732 410.00  0.00 800.00 26.00  0
  3  745 420.00  0.00 800.00  8.60  0
  4  654 370.00  0.00 800.00  6.44  1
  5  744 420.00  0.00 800.00  6.44  1
  6  674 380.00  0.00 800.00 10.80  0
  7  744 400.00  0.00 800.00  8.60  0
  8  744 430.00  0.00 800.00  4.30  1
  9  744 420.00  0.00 800.00  8.60  0
 10  744 400.00  0.00 800.00  8.60  0
 11  744 430.00  0.00 800.00  4.30  1
 12  744 400.00  0.00 800.00  8.60  0
 13  744 400.00  0.00 800.00  4.30  1
 14  744 430.00  0.00 800.00  4.30  1
 15  744 420.00  0.00 800.00  8.60  0
 16  744 430.00  0.00 800.00  4.30  1
 17  744 430.00  0.00 800.00  8.60  0
 18  744 420.00  0.00 800.00  8.60  0
 19  744 440.00  0.00 800.00  8.60  0
