Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.8605  1.8868    -5.9732 -0.2969
      1  -4.3441  1.2956    -7.1802 -2.9774
      2  -3.4688  0.7408    -4.2826 -2.9065
      3  -3.0641  0.7102    -3.6561 -2.6210
      4  -3.2320  0.6423    -3.7726 -2.9625
      5  -3.2662  0.5540    -3.7917 -3.1714
      6  -3.2277  0.3906    -3.6597 -3.1727
      7  -3.3295  0.4862    -3.8538 -3.1798
      8  -3.3002  0.3618    -3.7284 -3.1809
      9  -3.3007  0.2893    -3.7149 -3.1850
     10  -3.3916  0.2806    -3.8294 -3.2110
     11  -3.4210  0.2329    -3.8440 -3.2464
     12  -3.4557  0.1894    -3.8624 -3.4312
     13  -3.4317  0.1398    -3.6896 -3.4296
     14  -3.4285  0.1112    -3.6877 -3.4296
     15  -3.4265  0.0935    -3.6863 -3.4296
     16  -3.4278  0.0824    -3.6862 -3.4313
     17  -3.4264  0.0747    -3.6850 -3.4313
     18  -3.4271  0.0703    -3.6849 -3.4322
     19  -3.4258  0.0662    -3.6837 -3.4321

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0598     0.0041  0.1894
      1   0.0961  0.0603     0.0035  0.1890
      2   0.1004  0.0595     0.0039  0.1897
      3   0.0979  0.0607     0.0021  0.1895
      4   0.0989  0.0595     0.0030  0.1893
      5   0.1074  0.0591     0.0067  0.1913
      6   0.1116  0.0567     0.0143  0.1917
      7   0.0834  0.0524     0.0082  0.1778
      8   0.0869  0.0512     0.0132  0.1788
      9   0.0906  0.0507     0.0166  0.1802
     10   0.0752  0.0435     0.0152  0.1583
     11   0.0749  0.0421     0.0167  0.1556
     12   0.0749  0.0408     0.0178  0.1525
     13   0.0809  0.0406     0.0225  0.1571
     14   0.0816  0.0403     0.0239  0.1574
     15   0.0821  0.0400     0.0250  0.1577
     16   0.0831  0.0398     0.0263  0.1582
     17   0.0836  0.0396     0.0275  0.1584
     18   0.0842  0.0395     0.0282  0.1588
     19   0.0847  0.0393     0.0290  0.1590

