Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5876  1.8181    -5.9324 -0.2646
      1  -1.3160  1.0915    -2.6135 -0.1445
      2  -1.9503  0.8493    -2.7599 -1.3402
      3  -1.6496  0.7219    -2.2056 -1.2431
      4  -1.9495  0.7905    -2.4626 -1.6228
      5  -1.9194  0.6005    -2.3511 -1.6863
      6  -2.2956  1.1088    -4.2156 -1.7968
      7  -2.1496  1.1012    -3.8404 -1.6644
      8  -2.6290  2.0090    -7.8974 -1.0429
      9  -2.2816  1.6193    -6.8010 -1.1467
     10  -2.0569  1.2567    -4.6993 -1.2125
     11  -1.9256  0.9618    -2.9023 -1.2529
     12  -1.8263  0.7603    -2.5140 -1.2579
     13  -1.8432  0.6098    -2.4583 -1.4298
     14  -1.7865  0.4939    -2.3236 -1.4226
     15  -1.8423  0.4320    -2.3423 -1.5972
     16  -1.8668  0.3592    -2.3455 -1.6350
     17  -2.0222  0.5644    -2.6222 -1.6840
     18  -2.2846  0.9164    -3.2636 -1.7257
     19  -2.2195  0.7074    -3.0511 -1.7455

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0972  0.0602     0.0033  0.1892
      1   0.1006  0.0594     0.0044  0.1897
      2   0.1003  0.0596     0.0040  0.1897
      3   0.1022  0.0590     0.0058  0.1900
      4   0.0982  0.0603     0.0025  0.1895
      5   0.1037  0.0581     0.0085  0.1901
      6   0.0451  0.0372     0.0001  0.1161
      7   0.0458  0.0366     0.0001  0.1145
      8   0.0139  0.0146     0.0000  0.0392
      9   0.0164  0.0145     0.0000  0.0408
     10   0.0180  0.0142     0.0000  0.0418
     11   0.0190  0.0140     0.0001  0.0426
     12   0.0208  0.0141     0.0006  0.0447
     13   0.0228  0.0144     0.0013  0.0468
     14   0.0247  0.0146     0.0020  0.0488
     15   0.0267  0.0154     0.0027  0.0524
     16   0.0287  0.0157     0.0037  0.0547
     17   0.0190  0.0104     0.0012  0.0345
     18   0.0119  0.0068     0.0001  0.0208
     19   0.0122  0.0066     0.0004  0.0211

