Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8824  1.5368    -8.3491 -4.7622
      1  -5.7356  0.9767    -7.0669 -4.5069
      2  -5.0352  0.7646    -5.8197 -4.0918
      3  -4.7148  0.7210    -5.4098 -3.7578
      4  -4.4820  0.7267    -5.1183 -3.4307
      5  -4.1803  0.8152    -4.9383 -2.9022
      6  -3.8262  0.9230    -4.7181 -2.3231
      7  -3.3483  1.0759    -4.4881 -1.6183
      8  -2.8243  1.2887    -4.5621 -0.9126
      9  -2.3414  1.5305    -5.5988 -0.4584
     10  -2.1973  1.2912    -3.9424 -0.4610
     11  -2.5054  1.1008    -3.9325 -1.0812
     12  -2.6917  0.9375    -3.9210 -1.6071
     13  -2.4319  1.0143    -3.6815 -1.3001
     14  -2.3738  0.8494    -3.5224 -1.3340
     15  -2.5015  0.7343    -3.5638 -1.6554
     16  -2.3616  0.6790    -3.3342 -1.5673
     17  -2.4447  0.5906    -3.3620 -1.7716
     18  -2.5216  0.5268    -3.3947 -1.9321
     19  -2.4390  0.4745    -3.2444 -1.8954

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1032  0.0589     0.0040  0.1901
      1   0.1019  0.0596     0.0031  0.1900
      2   0.0988  0.0608     0.0016  0.1897
      3   0.0934  0.0614     0.0015  0.1887
      4   0.0848  0.0611     0.0014  0.1866
      5   0.0579  0.0507     0.0005  0.1621
      6   0.0322  0.0304     0.0001  0.0916
      7   0.0162  0.0129     0.0001  0.0385
      8   0.0097  0.0064     0.0001  0.0192
      9   0.0072  0.0041     0.0000  0.0121
     10   0.0077  0.0037     0.0001  0.0123
     11   0.0082  0.0041     0.0001  0.0131
     12   0.0088  0.0044     0.0001  0.0136
     13   0.0082  0.0040     0.0001  0.0130
     14   0.0085  0.0038     0.0003  0.0130
     15   0.0089  0.0040     0.0003  0.0135
     16   0.0092  0.0042     0.0004  0.0138
     17   0.0097  0.0044     0.0005  0.0149
     18   0.0101  0.0046     0.0006  0.0162
     19   0.0107  0.0049     0.0006  0.0174

