Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6499  2.1464    -9.1053 -2.4605
      1  -3.9912  1.2401    -5.9350 -2.2829
      2  -2.9482  0.7696    -3.9295 -2.1575
      3  -2.5410  0.6298    -3.1642 -2.1138
      4  -2.2637  0.6043    -2.7916 -1.8643
      5  -2.4282  0.5323    -2.8675 -2.2238
      6  -2.3774  0.4115    -2.6362 -2.2197
      7  -2.3932  0.3033    -2.6357 -2.3827
      8  -2.3918  0.2238    -2.6348 -2.3871
      9  -2.3910  0.1773    -2.6350 -2.3887
     10  -2.3837  0.1252    -2.6312 -2.3887
     11  -2.3807  0.0903    -2.6296 -2.3887
     12  -2.4396  0.2632    -2.8476 -2.3904
     13  -2.4235  0.2004    -2.8271 -2.3900
     14  -2.4259  0.1670    -2.8319 -2.3911
     15  -2.4265  0.1424    -2.8335 -2.3916
     16  -2.3858  0.1058    -2.6340 -2.3891
     17  -2.3852  0.0843    -2.6339 -2.3893
     18  -2.3816  0.0622    -2.6308 -2.3891
     19  -2.3799  0.0476    -2.6294 -2.3891

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0590     0.0059  0.1898
      1   0.1013  0.0591     0.0059  0.1898
      2   0.1016  0.0592     0.0056  0.1900
      3   0.1024  0.0590     0.0064  0.1901
      4   0.1015  0.0598     0.0054  0.1901
      5   0.1043  0.0582     0.0076  0.1903
      6   0.1141  0.0556     0.0142  0.1917
      7   0.1227  0.0521     0.0251  0.1927
      8   0.1270  0.0496     0.0340  0.1931
      9   0.1321  0.0478     0.0405  0.1939
     10   0.1341  0.0460     0.0470  0.1940
     11   0.1351  0.0451     0.0502  0.1940
     12   0.0816  0.0417     0.0199  0.1583
     13   0.0846  0.0411     0.0235  0.1601
     14   0.0880  0.0411     0.0266  0.1630
     15   0.0903  0.0408     0.0288  0.1645
     16   0.0978  0.0416     0.0326  0.1714
     17   0.1002  0.0412     0.0353  0.1727
     18   0.1015  0.0405     0.0379  0.1731
     19   0.1023  0.0402     0.0396  0.1734

