Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.9420  1.8090    -5.8071 -0.3137
      1  -1.4407  1.1052    -2.8722 -0.1585
      2  -0.7852  0.8832    -1.6082 -0.0909
      3  -0.4093  0.8210    -0.9910 -0.0516
      4  -0.2417  0.7279    -0.6520 -0.0367
      5  -0.1244  0.7185    -0.4720 -0.0250
      6  -0.0798  0.5135    -0.4354 -0.0247
      7  -0.5539  1.6845    -5.1079 -0.0269
      8  -0.3189  1.2559    -1.5714 -0.0260
      9  -0.1889  0.9455    -0.5194 -0.0251
     10  -0.1141  0.7100    -0.4339 -0.0245
     11  -0.0710  0.5399    -0.3193 -0.0240
     12  -0.0639  0.5333    -0.2691 -0.0237
     13  -0.0400  0.3939    -0.2655 -0.0235
     14  -0.0269  0.2793    -0.2644 -0.0234
     15  -0.0246  0.2732    -0.2627 -0.0233
     16  -0.0181  0.2021    -0.2615 -0.0233
     17  -0.0145  0.1497    -0.2608 -0.0232
     18  -0.0126  0.1058    -0.2605 -0.0232
     19  -0.0115  0.0788    -0.2602 -0.0232

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0593     0.0049  0.1898
      1   0.1007  0.0592     0.0050  0.1897
      2   0.1015  0.0589     0.0062  0.1898
      3   0.1018  0.0585     0.0072  0.1898
      4   0.1060  0.0572     0.0107  0.1904
      5   0.1070  0.0565     0.0122  0.1904
      6   0.1090  0.0553     0.0169  0.1906
      7   0.0312  0.0254     0.0000  0.0765
      8   0.0331  0.0250     0.0001  0.0779
      9   0.0359  0.0248     0.0017  0.0804
     10   0.0386  0.0248     0.0045  0.0827
     11   0.0416  0.0250     0.0075  0.0862
     12   0.0423  0.0253     0.0077  0.0875
     13   0.0445  0.0253     0.0094  0.0894
     14   0.0449  0.0251     0.0102  0.0896
     15   0.0455  0.0254     0.0105  0.0908
     16   0.0477  0.0255     0.0124  0.0933
     17   0.0498  0.0257     0.0143  0.0955
     18   0.0501  0.0256     0.0148  0.0957
     19   0.0523  0.0258     0.0160  0.0982

