Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7631  1.8320    -5.7026 -0.2875
      1  -4.0941  1.2862    -6.7588 -2.7128
      2  -5.0386  1.1772    -8.0342 -4.2219
      3  -4.4806  0.5878    -5.0883 -4.1014
      4  -4.1963  0.6181    -4.7027 -3.7689
      5  -4.2486  0.4571    -4.6893 -4.2161
      6  -4.2155  0.3409    -4.4763 -4.2171
      7  -4.2182  0.2463    -4.4752 -4.2198
      8  -4.2187  0.1831    -4.4746 -4.2212
      9  -4.2111  0.1341    -4.4684 -4.2214
     10  -4.2117  0.1024    -4.4682 -4.2221
     11  -4.2119  0.0820    -4.4681 -4.2224
     12  -4.2123  0.0685    -4.4680 -4.2229
     13  -4.2117  0.0590    -4.4676 -4.2229
     14  -4.2113  0.0532    -4.4671 -4.2230
     15  -4.2116  0.0498    -4.4671 -4.2233
     16  -4.2118  0.0479    -4.4671 -4.2234
     17  -4.2114  0.0458    -4.4668 -4.2234
     18  -4.2112  0.0446    -4.4666 -4.2235
     19  -4.1632  0.1118    -4.4633 -4.0136

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0984  0.0599     0.0039  0.1894
      1   0.0965  0.0603     0.0036  0.1891
      2   0.0908  0.0613     0.0024  0.1881
      3   0.1043  0.0585     0.0055  0.1902
      4   0.0982  0.0608     0.0022  0.1896
      5   0.1103  0.0574     0.0093  0.1913
      6   0.1196  0.0540     0.0188  0.1925
      7   0.1215  0.0525     0.0248  0.1926
      8   0.1225  0.0516     0.0280  0.1927
      9   0.1270  0.0492     0.0354  0.1931
     10   0.1275  0.0487     0.0369  0.1931
     11   0.1278  0.0485     0.0377  0.1932
     12   0.1281  0.0482     0.0388  0.1932
     13   0.1285  0.0478     0.0401  0.1932
     14   0.1289  0.0475     0.0414  0.1932
     15   0.1291  0.0473     0.0419  0.1932
     16   0.1292  0.0472     0.0422  0.1932
     17   0.1296  0.0469     0.0433  0.1933
     18   0.1299  0.0467     0.0441  0.1933
     19   0.0829  0.0419     0.0241  0.1620

