Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6260  2.1590    -9.1028 -2.4156
      1  -7.4212  1.2253    -6.5462 -5.8824
      2  -6.5504  0.8251    -7.6448 -5.8058
      3  -5.9944  0.6620    -6.6824 -5.5646
      4  -5.6823  0.7221    -6.2867 -4.9339
      5  -5.1502  1.2249    -6.2879 -2.5416
      6  -4.3273  1.5870    -6.6045 -1.3904
      7  -3.4957  1.7782    -7.1951 -0.8114
      8  -3.3814  1.5885    -6.0039 -0.8868
      9  -3.9294  1.3233    -6.0095 -1.9252
     10  -4.2904  1.1692    -6.0363 -2.6477
     11  -4.2773  1.0160    -5.7863 -2.8684
     12  -4.5434  0.8915    -5.8926 -3.4318
     13  -4.2959  0.8436    -5.5229 -3.2452
     14  -4.3828  0.7248    -5.5133 -3.5257
     15  -4.2329  0.6552    -5.2392 -3.4594
     16  -4.3556  0.5889    -5.3016 -3.7069
     17  -4.2544  0.5276    -5.1154 -3.6531
     18  -4.1889  0.4735    -4.9664 -3.6116
     19  -4.2588  0.4202    -4.9862 -3.7620

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0590     0.0059  0.1898
      1   0.1014  0.0589     0.0061  0.1898
      2   0.1003  0.0594     0.0053  0.1897
      3   0.0995  0.0597     0.0041  0.1896
      4   0.0929  0.0611     0.0019  0.1884
      5   0.0348  0.0362     0.0001  0.1079
      6   0.0105  0.0092     0.0000  0.0255
      7   0.0065  0.0044     0.0000  0.0119
      8   0.0073  0.0041     0.0000  0.0122
      9   0.0077  0.0044     0.0000  0.0130
     10   0.0081  0.0047     0.0000  0.0134
     11   0.0086  0.0044     0.0001  0.0135
     12   0.0090  0.0046     0.0001  0.0138
     13   0.0091  0.0046     0.0001  0.0140
     14   0.0097  0.0047     0.0003  0.0155
     15   0.0101  0.0049     0.0004  0.0168
     16   0.0106  0.0051     0.0005  0.0178
     17   0.0112  0.0054     0.0006  0.0187
     18   0.0117  0.0055     0.0007  0.0193
     19   0.0124  0.0057     0.0008  0.0199

