trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1304 730.00  0.00 800.00 10.80  0
  1  693 390.00  0.00 800.00 12.90  1
  2  661 370.00  0.00 800.00 52.00  0
  3  784 440.00  0.00 800.00 17.20  0
  4  783 440.00  0.00 800.00 12.90  1
  5  713 400.00  0.00 800.00 21.50  0
  6  676 380.00  0.00 800.00 17.20  0
  7  694 390.00  0.00 800.00 17.20  0
  8  692 390.00  0.00 800.00 10.80  1
  9  694 410.00  0.00 800.00 21.50  0
 10  694 370.00  0.00 800.00 12.90  1
 11  694 400.00  0.00 800.00 12.90  0
 12  710 400.00  0.00 800.00 10.80  1
 13  710 390.00  0.00 800.00  8.60  1
 14  730 410.00  0.00 800.00 17.20  0
 15  712 400.00  0.00 800.00 17.20  0
 16  728 410.00  0.00 800.00 10.80  1
 17  728 430.00  0.00 800.00  8.60  1
 18  623 350.00  0.00 800.00 21.50  1
 19  730 410.00  0.00 800.00 17.20  0
