Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.9452  1.4068    -3.8690 -0.2067
      1  -2.8302  1.0254    -4.0229 -1.8842
      2  -3.3905  0.9456    -4.8176 -2.8046
      3  -3.7729  1.0658    -6.3516 -3.2484
      4  -4.1601  1.3205    -7.7488 -3.4659
      5  -5.5904  1.9018    -9.0178 -3.4037
      6  -6.7492  1.7943    -8.4251 -3.6950
      7  -5.7987  1.5998    -8.6151 -3.1252
      8  -6.3243  1.6048    -8.8987 -3.2963
      9  -6.4513  1.4026    -8.8854 -4.5596
     10  -6.0366  1.1719    -8.0339 -4.5191
     11  -6.3600  1.1551    -8.3686 -5.0692
     12  -6.1671  0.9538    -7.6413 -5.1241
     13  -6.4990  1.2336    -8.3841 -4.9277
     14  -6.5834  1.0399    -8.3334 -5.5234
     15  -6.4100  0.8884    -7.7891 -5.4942
     16  -6.6129  0.9251    -8.0758 -5.7622
     17  -6.5159  0.7851    -7.7029 -5.7738
     18  -6.5425  0.6832    -7.6754 -5.8233
     19  -6.4457  0.5943    -7.4064 -5.7937

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0986  0.0603     0.0018  0.1895
      1   0.0979  0.0605     0.0018  0.1894
      2   0.0959  0.0612     0.0011  0.1891
      3   0.0912  0.0628     0.0003  0.1885
      4   0.0764  0.0631     0.0001  0.1851
      5   0.0128  0.0123     0.0000  0.0339
      6   0.0080  0.0050     0.0000  0.0136
      7   0.0081  0.0054     0.0000  0.0145
      8   0.0077  0.0050     0.0000  0.0134
      9   0.0083  0.0047     0.0001  0.0136
     10   0.0090  0.0052     0.0001  0.0158
     11   0.0090  0.0051     0.0001  0.0159
     12   0.0098  0.0055     0.0001  0.0177
     13   0.0078  0.0041     0.0001  0.0127
     14   0.0081  0.0038     0.0001  0.0129
     15   0.0086  0.0041     0.0002  0.0133
     16   0.0084  0.0040     0.0001  0.0132
     17   0.0089  0.0042     0.0003  0.0136
     18   0.0090  0.0041     0.0004  0.0136
     19   0.0094  0.0043     0.0005  0.0139

