Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.4328  2.2691    -9.0835 -2.0440
      1  -3.6419  1.2898    -5.6640 -1.8633
      2  -4.6231  0.7872    -5.7576 -3.7356
      3  -4.0843  0.5615    -4.7393 -3.6523
      4  -4.3672  0.4821    -4.9217 -4.1077
      5  -4.2129  0.4451    -4.6563 -4.0000
      6  -4.2424  0.3353    -4.6499 -4.2194
      7  -4.2167  0.2463    -4.4742 -4.2197
      8  -4.2171  0.1826    -4.4736 -4.2209
      9  -4.2150  0.1377    -4.4724 -4.2213
     10  -4.2821  0.3306    -4.7117 -4.2200
     11  -4.2848  0.2570    -4.7083 -4.2249
     12  -4.2866  0.2077    -4.7062 -4.2281
     13  -4.2867  0.1762    -4.7047 -4.2293
     14  -4.2874  0.1567    -4.7037 -4.2307
     15  -4.2787  0.1354    -4.6929 -4.2304
     16  -4.2749  0.1246    -4.6877 -4.2303
     17  -4.2756  0.1204    -4.6877 -4.2310
     18  -4.2761  0.1180    -4.6877 -4.2315
     19  -4.2312  0.0713    -4.5340 -4.2283

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1013  0.0590     0.0061  0.1898
      1   0.1012  0.0590     0.0062  0.1898
      2   0.1016  0.0589     0.0063  0.1898
      3   0.1022  0.0588     0.0068  0.1899
      4   0.1031  0.0588     0.0070  0.1902
      5   0.1042  0.0585     0.0075  0.1904
      6   0.1139  0.0556     0.0150  0.1917
      7   0.1218  0.0524     0.0246  0.1926
      8   0.1228  0.0516     0.0277  0.1927
      9   0.1236  0.0508     0.0303  0.1928
     10   0.0662  0.0404     0.0093  0.1419
     11   0.0682  0.0398     0.0123  0.1430
     12   0.0699  0.0394     0.0147  0.1440
     13   0.0707  0.0392     0.0159  0.1444
     14   0.0718  0.0389     0.0174  0.1451
     15   0.0737  0.0385     0.0200  0.1464
     16   0.0747  0.0382     0.0216  0.1470
     17   0.0754  0.0381     0.0224  0.1474
     18   0.0759  0.0379     0.0231  0.1478
     19   0.0823  0.0393     0.0259  0.1558

