trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  146  90.00  0.00 800.00  1.00  1
  1  663 370.00  0.00 800.00 156.00  1
  2  971 540.00  0.00 800.00 520.00  0
  3  844 470.00  0.00 800.00 260.00  0
  4  664 370.00  0.00 800.00 260.00  0
  5  753 420.00  0.00 800.00 156.00  0
  6  788 440.00  0.00 800.00 104.00  0
  7  805 450.00  0.00 800.00 52.00  0
  8  748 420.00  0.00 800.00 17.20  0
  9  744 420.00  0.00 800.00  6.44  1
 10  692 390.00  0.00 800.00 10.80  1
 11  712 400.00  0.00 800.00 17.20  0
 12 1421 790.00  0.00 800.00 520.00  0
 13  656 370.00  0.00 800.00 10.80  1
 14  803 450.00  0.00 800.00 21.50  0
 15  602 340.00  0.00 800.00 10.80  1
 16  839 470.00  0.00 800.00 21.50  0
 17  584 330.00  0.00 800.00 10.80  1
 18  821 460.00  0.00 800.00 21.50  0
 19  584 320.00  0.00 800.00  8.60  1
