Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6117  2.7301    -9.0002 -0.4847
      1  -2.4376  1.5264    -4.8451 -0.2637
      2  -1.2655  0.9518    -2.5839 -0.1436
      3  -1.9051  0.6780    -2.6502 -1.3439
      4  -2.1705  0.5651    -2.7968 -1.8443
      5  -2.4691  0.6119    -3.1720 -2.1717
      6  -2.9425  1.0485    -5.0393 -2.2970
      7  -2.6794  0.7444    -3.5477 -2.2681
      8  -2.7716  0.6938    -3.6589 -2.4286
      9  -2.6715  0.5197    -3.1333 -2.4241
     10  -2.6890  0.4243    -3.1258 -2.5503
     11  -2.7008  0.3680    -3.1333 -2.6462
     12  -2.9196  0.6639    -3.8473 -2.6510
     13  -2.8257  0.4958    -3.3897 -2.6501
     14  -2.7601  0.4030    -3.1615 -2.6473
     15  -2.7066  0.4632    -3.1343 -2.5932
     16  -2.6720  0.3610    -3.0693 -2.5986
     17  -2.6981  0.3720    -3.1143 -2.6442
     18  -2.8173  0.5826    -3.3028 -2.6452
     19  -2.8649  0.5652    -3.3571 -2.6567

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1019  0.0586     0.0072  0.1898
      2   0.1023  0.0584     0.0079  0.1899
      3   0.1020  0.0586     0.0072  0.1899
      4   0.1027  0.0582     0.0081  0.1899
      5   0.0961  0.0600     0.0045  0.1889
      6   0.0385  0.0365     0.0001  0.1114
      7   0.0478  0.0383     0.0010  0.1223
      8   0.0514  0.0410     0.0014  0.1319
      9   0.0595  0.0416     0.0041  0.1395
     10   0.0662  0.0427     0.0066  0.1466
     11   0.0724  0.0442     0.0082  0.1542
     12   0.0321  0.0225     0.0012  0.0719
     13   0.0360  0.0225     0.0031  0.0750
     14   0.0401  0.0231     0.0057  0.0800
     15   0.0385  0.0230     0.0042  0.0781
     16   0.0419  0.0231     0.0072  0.0812
     17   0.0406  0.0224     0.0069  0.0788
     18   0.0267  0.0149     0.0017  0.0506
     19   0.0260  0.0143     0.0018  0.0482

