Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3825  2.2974    -9.0785 -1.9373
      1  -3.5868  1.3095    -5.6519 -1.7409
      2  -2.5493  0.8265    -3.6587 -1.6177
      3  -3.0782  0.6067    -3.7814 -2.6449
      4  -3.3522  0.5421    -3.9348 -3.0479
      5  -3.1834  0.4737    -3.6215 -2.9543
      6  -3.1978  0.3614    -3.6106 -3.0837
      7  -3.1834  0.2634    -3.5844 -3.0909
      8  -3.1769  0.2029    -3.5693 -3.0955
      9  -3.1732  0.1645    -3.5579 -3.0988
     10  -3.2106  0.1635    -3.6259 -3.1765
     11  -3.2085  0.1399    -3.6223 -3.1766
     12  -3.2070  0.1257    -3.6194 -3.1767
     13  -3.2057  0.1170    -3.6162 -3.1767
     14  -3.2048  0.1117    -3.6137 -3.1768
     15  -3.2087  0.1066    -3.6168 -3.1791
     16  -3.2081  0.1046    -3.6153 -3.1791
     17  -3.2076  0.1032    -3.6140 -3.1791
     18  -3.2072  0.1023    -3.6132 -3.1791
     19  -3.1692  0.0782    -3.4261 -3.1712

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0584     0.0076  0.1900
      1   0.1029  0.0583     0.0077  0.1900
      2   0.1028  0.0584     0.0074  0.1900
      3   0.1029  0.0583     0.0076  0.1900
      4   0.1019  0.0584     0.0073  0.1898
      5   0.1033  0.0574     0.0092  0.1897
      6   0.1100  0.0551     0.0162  0.1907
      7   0.1116  0.0541     0.0203  0.1909
      8   0.1125  0.0534     0.0226  0.1909
      9   0.1134  0.0529     0.0244  0.1910
     10   0.1115  0.0527     0.0243  0.1905
     11   0.1120  0.0524     0.0254  0.1905
     12   0.1124  0.0521     0.0264  0.1906
     13   0.1129  0.0518     0.0276  0.1906
     14   0.1133  0.0516     0.0284  0.1907
     15   0.1168  0.0505     0.0318  0.1912
     16   0.1171  0.0503     0.0324  0.1912
     17   0.1173  0.0502     0.0329  0.1913
     18   0.1175  0.0501     0.0334  0.1913
     19   0.0851  0.0446     0.0215  0.1678

