Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2949  2.1339    -7.1826 -0.3385
      1  -1.5500  1.1425    -3.1013 -0.1702
      2  -0.7875  0.8880    -1.6207 -0.0910
      3  -1.1716  0.7795    -1.8033 -0.8000
      4  -0.9968  0.6736    -1.4579 -0.6915
      5  -0.8571  0.6590    -1.2578 -0.5777
      6  -0.8253  1.2061    -1.9841 -0.1964
      7  -0.7426  0.9274    -1.2470 -0.2824
      8  -1.0526  1.9443    -6.5710 -0.0664
      9  -0.7351  1.4948    -4.2018 -0.0622
     10  -0.5526  1.1213    -1.4451 -0.0601
     11  -0.4362  0.8773    -1.0461 -0.0559
     12  -0.3597  0.6863    -0.9392 -0.0526
     13  -0.2753  0.7228    -0.7825 -0.0382
     14  -0.2200  0.5696    -0.7267 -0.0361
     15  -0.1767  0.4633    -0.6473 -0.0336
     16  -0.2377  0.5019    -0.7237 -0.0427
     17  -0.2097  0.3937    -0.6833 -0.0413
     18  -0.2438  0.3609    -0.7145 -0.0524
     19  -0.2658  0.3113    -0.7280 -0.0666

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0992  0.0592     0.0052  0.1893
      1   0.1011  0.0592     0.0053  0.1898
      2   0.1013  0.0590     0.0059  0.1898
      3   0.1010  0.0594     0.0050  0.1898
      4   0.1043  0.0582     0.0080  0.1903
      5   0.1028  0.0585     0.0080  0.1900
      6   0.0432  0.0361     0.0001  0.1130
      7   0.0472  0.0361     0.0015  0.1165
      8   0.0148  0.0116     0.0000  0.0331
      9   0.0161  0.0112     0.0001  0.0337
     10   0.0169  0.0109     0.0001  0.0340
     11   0.0183  0.0109     0.0008  0.0355
     12   0.0196  0.0110     0.0014  0.0371
     13   0.0186  0.0104     0.0012  0.0344
     14   0.0198  0.0105     0.0018  0.0363
     15   0.0211  0.0108     0.0025  0.0382
     16   0.0202  0.0104     0.0021  0.0365
     17   0.0212  0.0105     0.0029  0.0377
     18   0.0224  0.0110     0.0034  0.0397
     19   0.0238  0.0113     0.0044  0.0412

