Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4945  1.5925    -4.9234 -0.2670
      1  -3.6355  0.9938    -5.0301 -2.4493
      2  -2.9534  0.7392    -3.7686 -2.3821
      3  -2.6620  0.6358    -3.2299 -2.2429
      4  -2.5010  0.5644    -2.9187 -2.1560
      5  -2.3525  0.5638    -2.7873 -1.9392
      6  -2.4059  0.3990    -2.7851 -2.3764
      7  -2.3764  0.3057    -2.6322 -2.3765
      8  -2.3657  0.2394    -2.6271 -2.3768
      9  -2.3723  0.1639    -2.6269 -2.3818
     10  -2.3770  0.1166    -2.6269 -2.3870
     11  -2.3751  0.0858    -2.6260 -2.3871
     12  -2.3762  0.0613    -2.6259 -2.3885
     13  -2.3756  0.0598    -2.6257 -2.3882
     14  -2.3757  0.0429    -2.6257 -2.3885
     15  -2.3712  0.1326    -2.6258 -2.3819
     16  -2.3265  0.3430    -2.6247 -2.1531
     17  -2.3047  0.2994    -2.6222 -2.1441
     18  -2.3092  0.2310    -2.6221 -2.1546
     19  -2.2972  0.1986    -2.6206 -2.1501

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0999  0.0596     0.0038  0.1896
      1   0.0998  0.0596     0.0040  0.1896
      2   0.1002  0.0596     0.0040  0.1897
      3   0.1018  0.0591     0.0052  0.1899
      4   0.1040  0.0586     0.0067  0.1903
      5   0.1012  0.0594     0.0055  0.1899
      6   0.1135  0.0553     0.0154  0.1915
      7   0.1210  0.0528     0.0228  0.1925
      8   0.1269  0.0505     0.0302  0.1933
      9   0.1296  0.0482     0.0392  0.1934
     10   0.1340  0.0456     0.0485  0.1938
     11   0.1370  0.0439     0.0544  0.1941
     12   0.1399  0.0421     0.0604  0.1944
     13   0.1405  0.0420     0.0610  0.1946
     14   0.1409  0.0416     0.0623  0.1946
     15   0.0991  0.0423     0.0319  0.1732
     16   0.0558  0.0286     0.0119  0.1050
     17   0.0570  0.0291     0.0134  0.1075
     18   0.0588  0.0286     0.0161  0.1085
     19   0.0607  0.0290     0.0176  0.1113

