Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7993  2.0645    -9.1206 -2.7385
      1  -4.0111  1.0996    -5.7010 -2.5316
      2  -3.2321  0.7467    -4.2014 -2.4262
      3  -2.8234  0.6070    -3.4789 -2.3686
      4  -2.5356  0.5915    -3.0572 -2.1304
      5  -2.3594  0.6240    -2.8373 -1.8359
      6  -2.1015  1.0469    -2.9454 -0.9062
      7  -2.2440  0.8455    -2.8516 -1.6184
      8  -2.4190  0.8928    -3.1055 -1.8980
      9  -2.4632  0.7730    -3.0206 -2.1358
     10  -2.4580  0.6207    -2.8975 -2.2316
     11  -2.7647  1.1204    -4.9705 -2.1804
     12  -2.6629  0.8491    -3.5798 -2.2298
     13  -2.5754  0.6626    -3.1602 -2.2465
     14  -2.5189  0.5169    -3.0345 -2.2562
     15  -2.4563  0.4560    -2.8882 -2.2206
     16  -2.4236  0.3638    -2.8614 -2.2225
     17  -2.3778  0.3487    -2.7932 -2.1741
     18  -2.3045  0.6439    -2.7981 -1.8676
     19  -2.2524  1.1241    -3.9844 -1.4102

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0068  0.1899
      1   0.1021  0.0588     0.0061  0.1899
      2   0.1023  0.0587     0.0064  0.1900
      3   0.1027  0.0587     0.0068  0.1901
      4   0.1012  0.0599     0.0051  0.1902
      5   0.0956  0.0613     0.0035  0.1896
      6   0.0345  0.0323     0.0001  0.0977
      7   0.0435  0.0350     0.0002  0.1098
      8   0.0423  0.0342     0.0001  0.1070
      9   0.0491  0.0369     0.0004  0.1183
     10   0.0552  0.0378     0.0030  0.1251
     11   0.0225  0.0171     0.0000  0.0517
     12   0.0238  0.0167     0.0001  0.0524
     13   0.0262  0.0167     0.0010  0.0543
     14   0.0283  0.0167     0.0024  0.0563
     15   0.0307  0.0177     0.0033  0.0604
     16   0.0328  0.0178     0.0050  0.0625
     17   0.0339  0.0188     0.0050  0.0658
     18   0.0195  0.0114     0.0008  0.0376
     19   0.0108  0.0067     0.0001  0.0201

