Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6121  2.1679    -9.1016 -2.3820
      1  -7.4230  1.2232    -6.5441 -5.8863
      2  -8.2007  0.8810    -3.7541 -7.3853
      3  -8.5804  0.7228    -2.3888 -7.9919
      4  -8.8064  0.6202    -1.5759 -8.4245
      5  -8.9552  0.5541    -1.0498 -8.6879
      6  -8.9925  0.4301    -1.0003 -8.7214
      7  -9.0099  0.3365    -0.9859 -8.7362
      8  -9.0261  0.2763    -0.9555 -8.7561
      9  -9.1027  0.2338    -0.7052 -8.9557
     10  -9.1242  0.2003    -0.6489 -8.9739
     11  -9.1330  0.1682    -0.6312 -8.9825
     12  -9.1349  0.1482    -0.6294 -8.9841
     13  -9.1378  0.1357    -0.6239 -8.9872
     14  -9.1400  0.1282    -0.6192 -8.9898
     15  -9.1418  0.1237    -0.6151 -8.9920
     16  -9.1461  0.1185    -0.6041 -8.9969
     17  -9.1576  0.1086    -0.5735 -9.0108
     18  -9.1586  0.1070    -0.5713 -9.0123
     19  -9.1589  0.1064    -0.5706 -9.0128

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0585     0.0071  0.1899
      1   0.1023  0.0585     0.0074  0.1899
      2   0.1035  0.0579     0.0092  0.1900
      3   0.1060  0.0568     0.0122  0.1903
      4   0.1102  0.0555     0.0158  0.1909
      5   0.1148  0.0545     0.0192  0.1917
      6   0.1215  0.0518     0.0275  0.1925
      7   0.1247  0.0499     0.0340  0.1928
      8   0.1293  0.0478     0.0411  0.1933
      9   0.1318  0.0470     0.0440  0.1937
     10   0.1366  0.0455     0.0497  0.1945
     11   0.1407  0.0435     0.0565  0.1949
     12   0.1416  0.0426     0.0592  0.1950
     13   0.1437  0.0413     0.0636  0.1951
     14   0.1455  0.0402     0.0675  0.1953
     15   0.1471  0.0391     0.0709  0.1954
     16   0.1495  0.0379     0.0753  0.1957
     17   0.1522  0.0367     0.0792  0.1960
     18   0.1533  0.0360     0.0818  0.1961
     19   0.1538  0.0356     0.0832  0.1961

