Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6287  2.7220    -9.0021 -0.5094
      1  -2.3155  1.4537    -4.5819 -0.2671
      2  -1.1601  0.9206    -2.3430 -0.1388
      3  -1.7963  0.6966    -2.5161 -1.3330
      4  -1.5089  0.6332    -2.0117 -1.1771
      5  -1.6631  0.6104    -2.0956 -1.4319
      6  -2.0357  1.0940    -3.7811 -1.5107
      7  -2.1091  1.0132    -3.6408 -1.6402
      8  -1.9577  0.7807    -2.5329 -1.6366
      9  -1.9529  0.6369    -2.4292 -1.7553
     10  -2.2983  1.1165    -4.2618 -1.7942
     11  -2.1429  0.8689    -2.9304 -1.8084
     12  -2.0448  0.8030    -2.6010 -1.7403
     13  -1.9658  0.6753    -2.3656 -1.7218
     14  -2.1581  0.9802    -2.9890 -1.7575
     15  -2.0679  0.7330    -2.5515 -1.7879
     16  -2.1290  0.7208    -2.6002 -1.8632
     17  -2.0760  0.5476    -2.4682 -1.8651
     18  -2.0997  0.4723    -2.4773 -1.8889
     19  -2.0671  0.3968    -2.3715 -1.8824

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0071  0.1899
      1   0.1025  0.0585     0.0074  0.1899
      2   0.1031  0.0582     0.0083  0.1900
      3   0.1014  0.0589     0.0064  0.1898
      4   0.1023  0.0587     0.0073  0.1900
      5   0.1031  0.0585     0.0072  0.1901
      6   0.0452  0.0381     0.0001  0.1186
      7   0.0475  0.0398     0.0001  0.1251
      8   0.0557  0.0404     0.0015  0.1329
      9   0.0619  0.0415     0.0040  0.1403
     10   0.0260  0.0197     0.0001  0.0600
     11   0.0295  0.0197     0.0001  0.0628
     12   0.0322  0.0205     0.0007  0.0670
     13   0.0356  0.0211     0.0025  0.0711
     14   0.0250  0.0160     0.0001  0.0508
     15   0.0265  0.0155     0.0011  0.0517
     16   0.0268  0.0160     0.0012  0.0531
     17   0.0285  0.0158     0.0030  0.0542
     18   0.0306  0.0165     0.0044  0.0579
     19   0.0325  0.0168     0.0065  0.0604

