Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2380  2.2292    -7.3202 -0.0498
      1  -1.3022  2.1169    -7.1597 -0.2223
      2  -1.8423  2.3061    -7.7937 -0.3672
      3  -2.5446  2.4669    -8.2846 -0.5642
      4  -1.9764  2.0514    -7.4323 -0.5642
      5  -1.5396  1.7638    -6.4661 -0.5487
      6  -2.2764  2.1241    -7.8043 -0.6879
      7  -1.8927  1.7282    -6.6226 -0.7108
      8  -1.6478  1.3651    -4.5389 -0.7258
      9  -2.4793  1.8461    -7.3240 -0.8820
     10  -2.2180  1.5151    -5.8527 -0.9175
     11  -2.0552  1.2410    -4.3484 -0.9387
     12  -1.8047  1.0357    -3.2623 -0.8831
     13  -1.6223  0.8966    -2.7144 -0.8296
     14  -1.4988  0.7623    -2.3900 -0.7995
     15  -1.5588  0.6577    -2.4082 -0.9415
     16  -1.4956  0.5527    -2.2850 -0.9235
     17  -1.3278  0.6792    -2.1112 -0.7095
     18  -1.2468  0.5924    -2.0067 -0.6618
     19  -1.2857  0.5096    -2.0186 -0.8062

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0777  0.0668     0.0000  0.1866
      1   0.0746  0.0658     0.0000  0.1856
      2   0.0463  0.0540     0.0000  0.1617
      3   0.0172  0.0240     0.0000  0.0633
      4   0.0214  0.0253     0.0000  0.0695
      5   0.0275  0.0275     0.0000  0.0791
      6   0.0120  0.0121     0.0000  0.0324
      7   0.0139  0.0120     0.0000  0.0337
      8   0.0152  0.0118     0.0001  0.0344
      9   0.0073  0.0055     0.0000  0.0138
     10   0.0082  0.0052     0.0000  0.0144
     11   0.0087  0.0049     0.0001  0.0150
     12   0.0095  0.0052     0.0001  0.0170
     13   0.0103  0.0056     0.0003  0.0184
     14   0.0110  0.0058     0.0004  0.0192
     15   0.0117  0.0060     0.0006  0.0200
     16   0.0124  0.0061     0.0007  0.0204
     17   0.0104  0.0050     0.0005  0.0173
     18   0.0109  0.0052     0.0006  0.0182
     19   0.0115  0.0054     0.0007  0.0189

