Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4559  1.7186    -9.1882 -4.0043
      1  -5.0572  0.9794    -6.5146 -3.8134
      2  -4.4023  0.6957    -5.2605 -3.7092
      3  -3.9842  0.6156    -4.6039 -3.4622
      4  -3.8060  0.5837    -4.2876 -3.2581
      5  -3.9526  0.4654    -4.3627 -3.7606
      6  -3.9564  0.3407    -4.3376 -3.8114
      7  -3.9481  0.2566    -4.2898 -3.8225
      8  -3.9443  0.2012    -4.2587 -3.8299
      9  -3.9424  0.1656    -4.2365 -3.8352
     10  -3.9456  0.1346    -4.2347 -3.8538
     11  -3.9472  0.1174    -4.2336 -3.8658
     12  -3.9486  0.1067    -4.2327 -3.8777
     13  -3.9471  0.0999    -4.2155 -3.8785
     14  -3.9452  0.0944    -4.2135 -3.8792
     15  -3.9457  0.0921    -4.2135 -3.8831
     16  -3.9462  0.0902    -4.2135 -3.8879
     17  -3.9466  0.0889    -4.2135 -3.8920
     18  -3.9452  0.0863    -4.2120 -3.8920
     19  -3.9441  0.0843    -4.2109 -3.8922

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0588     0.0056  0.1899
      1   0.1016  0.0590     0.0048  0.1898
      2   0.1015  0.0591     0.0049  0.1898
      3   0.0999  0.0599     0.0035  0.1897
      4   0.0999  0.0603     0.0038  0.1898
      5   0.1100  0.0578     0.0078  0.1914
      6   0.1127  0.0560     0.0143  0.1916
      7   0.1149  0.0546     0.0190  0.1918
      8   0.1163  0.0537     0.0223  0.1919
      9   0.1173  0.0530     0.0245  0.1920
     10   0.1181  0.0524     0.0266  0.1920
     11   0.1186  0.0520     0.0280  0.1921
     12   0.1192  0.0516     0.0293  0.1921
     13   0.1199  0.0511     0.0308  0.1922
     14   0.1210  0.0505     0.0327  0.1923
     15   0.1212  0.0504     0.0331  0.1923
     16   0.1214  0.0502     0.0337  0.1923
     17   0.1216  0.0501     0.0342  0.1923
     18   0.1224  0.0496     0.0356  0.1924
     19   0.1231  0.0492     0.0368  0.1925

