trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1190 670.00  0.00 800.00  1.00  1
  1  647 360.00  0.00 800.00 520.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  771 430.00  0.00 800.00 156.00  0
  4  716 400.00  0.00 800.00 104.00  0
  5  626 350.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  1
  7  626 350.00  0.00 800.00 156.00  0
  8  626 330.00  0.00 800.00 52.00  1
  9  626 340.00  0.00 800.00 156.00  0
 10  626 340.00  0.00 800.00 52.00  1
 11  626 330.00  0.00 800.00 52.00  1
 12  626 330.00  0.00 800.00 156.00  0
 13  626 360.00  0.00 800.00 156.00  0
 14  626 340.00  0.00 800.00 156.00  1
 15  608 340.00  0.00 800.00 104.00  1
 16  590 330.00  0.00 800.00 104.00  1
 17  590 310.00  0.00 800.00 156.00  1
 18  770 430.00  0.00 800.00 104.00  0
 19  770 420.00  0.00 800.00 156.00  0
 20  572 320.00  0.00 800.00 104.00  1
 21  752 420.00  0.00 800.00 104.00  1
 22  752 420.00  0.00 800.00 156.00  0
 23  752 440.00  0.00 800.00 156.00  0
 24  752 420.00  0.00 800.00 52.00  1
 25  752 400.00  0.00 800.00 52.00  1
 26  752 400.00  0.00 800.00 156.00  0
 27  752 440.00  0.00 800.00 52.00  1
 28  752 430.00  0.00 800.00 52.00  1
 29  752 420.00  0.00 800.00 52.00  1
 30  752 440.00  0.00 800.00 52.00  1
 31  752 420.00  0.00 800.00 156.00  0
 32  752 420.00  0.00 800.00 156.00  0
 33  734 410.00  0.00 800.00 104.00  1
 34  734 430.00  0.00 800.00 52.00  1
 35  734 390.00  0.00 800.00 52.00  1
 36  734 400.00  0.00 800.00 156.00  0
 37  734 420.00  0.00 800.00 156.00  0
 38  734 410.00  0.00 800.00 156.00  0
 39  734 400.00  0.00 800.00 156.00  0
 40  716 400.00  0.00 800.00 104.00  1
 41  716 420.00  0.00 800.00 52.00  1
