trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1274 710.00  0.00 800.00 104.00  1
  1 1187 660.00  0.00 800.00 520.00  1
  2 1295 720.00  0.00 800.00 520.00  0
  3 1241 690.00  0.00 800.00 520.00  0
  4 1241 680.00  0.00 800.00 260.00  0
  5   13  10.00  0.00 800.00 52.00  1
  6  827 460.00  0.00 800.00 520.00  0
  7    8  10.00  0.00 800.00 10.80  1
  8    8  30.00  0.00 800.00  8.60  1
  9    7  10.00  0.00 800.00  8.60  1
 10  665 370.00  0.00 800.00 520.00  0
 11    4  10.00  0.00 800.00  3.00  1
 12    1  10.00  0.00 800.00  0.71  1
 13  700 390.00  0.00 800.00 260.00  0
 14    3  10.00  0.00 800.00  2.00  0
 15    0  10.00  0.00 800.00  0.43  0
 16  716 400.00  0.00 800.00 104.00  1
 17  716 400.00  0.00 800.00 52.00  1
 18   12  10.00  0.00 800.00 26.00  1
 19   10  10.00  0.00 800.00 17.20  0
