Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3085  1.7984    -9.1734 -3.7075
      1  -4.9044  1.0472    -6.4959 -3.5161
      2  -4.1038  0.7124    -4.9837 -3.3349
      3  -3.6964  0.6304    -4.3503 -3.0768
      4  -3.5098  0.5856    -4.0068 -2.9038
      5  -3.3092  0.6227    -3.8628 -2.5273
      6  -2.9647  0.8581    -3.6772 -1.7278
      7  -3.1836  0.6534    -3.6852 -2.6473
      8  -3.1032  0.5765    -3.5874 -2.5772
      9  -3.1399  0.4163    -3.5712 -2.9058
     10  -3.1771  0.3206    -3.5786 -3.0335
     11  -3.1550  0.2505    -3.4252 -3.0327
     12  -3.1298  0.2601    -3.4170 -2.9621
     13  -3.1405  0.1927    -3.4168 -3.0093
     14  -3.1337  0.1640    -3.4141 -2.9990
     15  -3.1544  0.1175    -3.4150 -3.1657
     16  -3.1361  0.1540    -3.4137 -3.0104
     17  -3.0267  0.2851    -3.4045 -2.9088
     18  -2.9489  0.2887    -3.3749 -2.8489
     19  -2.9125  0.2507    -3.3120 -2.8136

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0586     0.0061  0.1900
      1   0.1026  0.0587     0.0056  0.1900
      2   0.1025  0.0591     0.0049  0.1901
      3   0.0997  0.0599     0.0039  0.1897
      4   0.0996  0.0603     0.0044  0.1899
      5   0.0881  0.0604     0.0030  0.1872
      6   0.0420  0.0387     0.0004  0.1210
      7   0.0546  0.0422     0.0014  0.1374
      8   0.0594  0.0444     0.0024  0.1459
      9   0.0645  0.0438     0.0064  0.1492
     10   0.0725  0.0441     0.0104  0.1558
     11   0.0781  0.0442     0.0139  0.1600
     12   0.0755  0.0439     0.0124  0.1573
     13   0.0785  0.0431     0.0164  0.1587
     14   0.0832  0.0438     0.0188  0.1636
     15   0.0901  0.0430     0.0243  0.1677
     16   0.0771  0.0396     0.0190  0.1497
     17   0.0426  0.0221     0.0088  0.0804
     18   0.0383  0.0191     0.0078  0.0697
     19   0.0396  0.0194     0.0083  0.0717

