Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6299  2.7221    -9.0023 -0.5059
      1  -2.3320  1.4640    -4.6084 -0.2637
      2  -3.4675  0.8732    -4.7129 -2.4345
      3  -4.0071  0.6426    -4.8373 -3.4486
      4  -4.4128  0.6047    -5.0941 -4.0448
      5  -4.6079  0.6601    -5.5480 -4.3098
      6  -4.4724  0.3622    -4.8087 -4.2968
      7  -4.4747  0.2930    -4.7856 -4.3168
      8  -4.8882  1.0570    -7.1887 -4.1266
      9  -5.6439  1.6628    -8.7735 -2.8408
     10  -5.2392  1.2870    -7.6253 -3.4742
     11  -5.2746  1.0990    -7.3144 -4.1860
     12  -5.0664  0.8712    -6.4638 -4.2300
     13  -4.9410  0.7178    -6.0107 -4.2376
     14  -4.8366  0.6192    -5.7387 -4.2197
     15  -5.0435  0.7438    -6.0407 -4.3297
     16  -4.9994  0.6221    -5.8590 -4.3662
     17  -5.0573  0.5325    -5.8658 -4.5307
     18  -5.0213  0.4579    -5.7528 -4.5303
     19  -4.8498  0.5396    -5.6303 -4.3009

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0071  0.1899
      1   0.1023  0.0584     0.0074  0.1899
      2   0.1012  0.0588     0.0065  0.1897
      3   0.1015  0.0587     0.0067  0.1898
      4   0.0979  0.0593     0.0048  0.1890
      5   0.0957  0.0599     0.0038  0.1886
      6   0.1095  0.0564     0.0117  0.1909
      7   0.1110  0.0554     0.0154  0.1910
      8   0.0229  0.0201     0.0001  0.0596
      9   0.0078  0.0058     0.0000  0.0156
     10   0.0091  0.0064     0.0000  0.0183
     11   0.0098  0.0061     0.0001  0.0187
     12   0.0109  0.0065     0.0001  0.0200
     13   0.0120  0.0068     0.0003  0.0210
     14   0.0129  0.0071     0.0005  0.0232
     15   0.0107  0.0058     0.0001  0.0189
     16   0.0114  0.0059     0.0004  0.0195
     17   0.0122  0.0060     0.0006  0.0200
     18   0.0128  0.0060     0.0008  0.0204
     19   0.0109  0.0051     0.0005  0.0178

