Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.4576  2.2525    -9.0858 -2.0909
      1  -3.5417  1.2057    -5.4215 -1.8976
      2  -2.6337  0.7935    -3.6688 -1.7486
      3  -2.1148  0.6585    -2.7834 -1.6295
      4  -1.8402  0.6754    -2.3405 -1.4715
      5  -1.9271  0.5650    -2.3558 -1.7552
      6  -1.9455  0.4852    -2.3659 -1.8607
      7  -1.9307  0.3701    -2.3552 -1.8637
      8  -1.9013  0.2659    -2.3065 -1.8634
      9  -1.8825  0.1958    -2.2601 -1.8630
     10  -1.8770  0.1490    -2.2446 -1.8630
     11  -1.8778  0.1219    -2.2477 -1.8642
     12  -1.8554  0.1334    -2.1038 -1.8619
     13  -1.8551  0.1004    -2.1037 -1.8629
     14  -1.8547  0.0769    -2.1035 -1.8632
     15  -1.8514  0.0539    -2.1008 -1.8631
     16  -1.8641  0.1490    -2.1106 -1.8632
     17  -1.8561  0.1073    -2.1043 -1.8630
     18  -1.8524  0.0776    -2.1015 -1.8629
     19  -1.8509  0.0565    -2.1004 -1.8629

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1016  0.0587     0.0066  0.1898
      2   0.1016  0.0587     0.0067  0.1897
      3   0.1005  0.0588     0.0061  0.1895
      4   0.0971  0.0593     0.0044  0.1887
      5   0.1048  0.0578     0.0082  0.1902
      6   0.1112  0.0570     0.0121  0.1916
      7   0.1148  0.0552     0.0177  0.1920
      8   0.1196  0.0525     0.0265  0.1924
      9   0.1240  0.0502     0.0338  0.1928
     10   0.1253  0.0492     0.0370  0.1930
     11   0.1284  0.0478     0.0417  0.1933
     12   0.1205  0.0479     0.0366  0.1907
     13   0.1241  0.0465     0.0418  0.1913
     14   0.1271  0.0453     0.0460  0.1918
     15   0.1311  0.0435     0.0528  0.1924
     16   0.0903  0.0406     0.0276  0.1631
     17   0.0938  0.0397     0.0322  0.1649
     18   0.0970  0.0391     0.0364  0.1668
     19   0.0999  0.0386     0.0399  0.1687

