Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7352  2.6615    -9.0129 -0.7116
      1  -2.4227  1.3974    -4.5930 -0.4676
      2  -1.2705  0.8887    -2.3540 -0.3393
      3  -0.7470  0.7411    -1.4087 -0.2821
      4  -1.0096  0.6738    -1.5451 -0.6814
      5  -0.8560  0.6425    -1.2665 -0.5932
      6  -2.2643  2.7118    -8.3525 -0.1129
      7  -1.6368  2.3413    -7.7183 -0.0950
      8  -1.1681  1.8942    -6.4686 -0.0850
      9  -0.8709  1.4702    -4.0971 -0.0799
     10  -0.6693  1.1872    -1.8579 -0.0712
     11  -1.1824  1.6857    -5.7243 -0.1384
     12  -0.9489  1.3002    -2.9080 -0.1323
     13  -0.8176  0.9995    -1.8550 -0.1292
     14  -0.7470  0.7840    -1.7123 -0.1276
     15  -1.0230  0.9743    -2.1341 -0.2507
     16  -0.9006  0.8209    -1.8257 -0.2143
     17  -0.9604  0.7285    -1.8440 -0.3118
     18  -1.1621  0.8267    -2.1089 -0.4742
     19  -1.0654  0.7003    -1.9003 -0.4325

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1022  0.0585     0.0074  0.1899
      2   0.1023  0.0583     0.0078  0.1898
      3   0.1029  0.0578     0.0089  0.1898
      4   0.1017  0.0582     0.0081  0.1897
      5   0.1022  0.0574     0.0095  0.1895
      6   0.0076  0.0089     0.0000  0.0214
      7   0.0096  0.0090     0.0000  0.0236
      8   0.0112  0.0088     0.0000  0.0248
      9   0.0122  0.0085     0.0001  0.0254
     10   0.0135  0.0086     0.0001  0.0266
     11   0.0090  0.0060     0.0000  0.0175
     12   0.0096  0.0057     0.0001  0.0178
     13   0.0100  0.0055     0.0002  0.0180
     14   0.0102  0.0054     0.0004  0.0181
     15   0.0087  0.0043     0.0002  0.0136
     16   0.0091  0.0044     0.0003  0.0142
     17   0.0097  0.0047     0.0004  0.0161
     18   0.0088  0.0041     0.0003  0.0136
     19   0.0093  0.0043     0.0004  0.0141

