Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.4726  2.2500    -9.0877 -2.1202
      1  -3.6802  1.2770    -5.6691 -1.9262
      2  -2.7688  0.8464    -3.9266 -1.7793
      3  -2.2177  0.6787    -2.9092 -1.5720
      4  -1.9216  0.6319    -2.5019 -1.2117
      5  -1.7220  0.6289    -2.2275 -0.8446
      6  -1.4166  0.7906    -2.0782 -0.3525
      7  -1.0040  0.9476    -1.8447 -0.1405
      8  -1.2664  0.8354    -1.9459 -0.4946
      9  -1.0597  0.9168    -1.7753 -0.2934
     10  -1.1504  0.7760    -1.7725 -0.5790
     11  -1.0209  1.0683    -1.8098 -0.2974
     12  -1.0264  0.8785    -1.6693 -0.4585
     13  -0.9214  0.9373    -1.5473 -0.3293
     14  -0.9178  0.7602    -1.4976 -0.4701
     15  -0.8361  0.7865    -1.3272 -0.3589
     16  -0.7695  0.9193    -1.3074 -0.2559
     17  -0.7539  0.7404    -1.2769 -0.3226
     18  -0.7239  0.5690    -1.2504 -0.3475
     19  -0.7384  0.4660    -1.2495 -0.4369

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0590     0.0060  0.1897
      1   0.1009  0.0590     0.0060  0.1897
      2   0.1007  0.0588     0.0067  0.1896
      3   0.1000  0.0591     0.0064  0.1895
      4   0.0978  0.0594     0.0060  0.1891
      5   0.0941  0.0602     0.0053  0.1885
      6   0.0589  0.0501     0.0021  0.1618
      7   0.0256  0.0209     0.0008  0.0632
      8   0.0314  0.0245     0.0011  0.0759
      9   0.0238  0.0178     0.0006  0.0551
     10   0.0278  0.0192     0.0013  0.0612
     11   0.0181  0.0125     0.0001  0.0390
     12   0.0203  0.0129     0.0007  0.0412
     13   0.0188  0.0124     0.0004  0.0393
     14   0.0207  0.0127     0.0011  0.0412
     15   0.0201  0.0127     0.0009  0.0408
     16   0.0165  0.0100     0.0005  0.0323
     17   0.0179  0.0101     0.0010  0.0336
     18   0.0186  0.0100     0.0015  0.0339
     19   0.0199  0.0102     0.0021  0.0355

