Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.4679  2.2611    -9.0883 -2.0667
      1  -3.6625  1.2867    -5.6586 -1.8395
      2  -4.7512  0.7376    -5.7620 -3.9954
      3  -4.3390  0.5596    -4.9914 -3.9592
      4  -4.0696  0.5120    -4.5724 -3.7812
      5  -3.9158  0.5252    -4.3870 -3.5869
      6  -3.5716  1.0083    -4.3811 -1.7559
      7  -2.9847  1.4193    -5.3460 -0.8077
      8  -2.3705  1.6558    -6.2425 -0.4298
      9  -2.7191  1.4391    -5.9078 -0.9747
     10  -2.8819  1.2141    -4.9384 -1.5461
     11  -2.7915  0.9917    -4.0196 -1.6247
     12  -2.4898  1.1010    -3.8922 -1.2693
     13  -2.2505  1.4380    -5.5954 -0.8030
     14  -2.1000  1.1596    -3.5966 -0.8270
     15  -2.0146  0.9570    -3.2477 -0.8409
     16  -1.7191  1.1005    -3.0623 -0.5282
     17  -1.4686  1.2609    -3.1599 -0.3064
     18  -1.3576  1.0180    -2.6000 -0.3043
     19  -1.1265  1.0577    -2.3539 -0.1861

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1050  0.0578     0.0081  0.1903
      1   0.1047  0.0580     0.0076  0.1903
      2   0.1052  0.0578     0.0076  0.1903
      3   0.1066  0.0574     0.0090  0.1906
      4   0.1064  0.0578     0.0080  0.1906
      5   0.1047  0.0584     0.0064  0.1904
      6   0.0422  0.0372     0.0001  0.1140
      7   0.0148  0.0131     0.0000  0.0378
      8   0.0083  0.0058     0.0000  0.0163
      9   0.0095  0.0065     0.0000  0.0188
     10   0.0107  0.0069     0.0000  0.0201
     11   0.0113  0.0066     0.0001  0.0203
     12   0.0099  0.0058     0.0001  0.0181
     13   0.0075  0.0043     0.0000  0.0127
     14   0.0080  0.0040     0.0001  0.0129
     15   0.0083  0.0038     0.0002  0.0130
     16   0.0074  0.0030     0.0001  0.0109
     17   0.0068  0.0025     0.0001  0.0070
     18   0.0071  0.0022     0.0002  0.0071
     19   0.0069  0.0019     0.0001  0.0068

