Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.7378  1.7158    -5.4024 -0.2919
      1  -4.1305  1.0074    -5.5264 -2.9513
      2  -3.4494  0.7224    -4.2830 -2.8359
      3  -3.0471  0.6958    -3.6520 -2.5889
      4  -3.2287  0.6329    -3.7927 -2.9543
      5  -3.3859  0.7863    -4.3084 -3.1328
      6  -4.1217  1.6769    -8.0727 -1.5520
      7  -4.0315  1.3940    -7.3508 -2.3897
      8  -3.8627  1.0942    -5.8400 -2.8402
      9  -3.7399  0.8869    -4.8750 -2.9621
     10  -3.6411  0.7373    -4.4521 -2.9888
     11  -3.6918  0.6050    -4.4282 -3.2176
     12  -3.5868  0.5492    -4.2031 -3.1840
     13  -3.6802  0.5147    -4.2760 -3.3276
     14  -3.6325  0.4265    -4.1735 -3.3205
     15  -3.6745  0.3632    -4.1821 -3.4444
     16  -3.7090  0.3123    -4.1896 -3.4798
     17  -3.6719  0.2645    -4.1391 -3.4705
     18  -3.5935  0.3276    -4.0545 -3.4328
     19  -3.6502  0.3150    -4.1149 -3.4559

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1001  0.0595     0.0042  0.1896
      1   0.0992  0.0598     0.0037  0.1895
      2   0.0994  0.0596     0.0039  0.1895
      3   0.0966  0.0604     0.0023  0.1890
      4   0.0979  0.0597     0.0028  0.1891
      5   0.0721  0.0539     0.0001  0.1726
      6   0.0110  0.0114     0.0000  0.0301
      7   0.0129  0.0113     0.0000  0.0318
      8   0.0150  0.0114     0.0000  0.0335
      9   0.0169  0.0116     0.0001  0.0355
     10   0.0187  0.0119     0.0002  0.0380
     11   0.0205  0.0121     0.0009  0.0399
     12   0.0216  0.0125     0.0012  0.0414
     13   0.0221  0.0126     0.0015  0.0420
     14   0.0238  0.0128     0.0024  0.0444
     15   0.0254  0.0131     0.0035  0.0464
     16   0.0269  0.0133     0.0047  0.0480
     17   0.0286  0.0136     0.0067  0.0505
     18   0.0248  0.0120     0.0039  0.0434
     19   0.0247  0.0116     0.0041  0.0424

