trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  986 550.00  0.00 800.00 104.00  0
  1  676 380.00  0.00 800.00 17.20  1
  2  769 430.00  0.00 800.00 52.00  0
  3  732 410.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  1
  5  732 430.00  0.00 800.00 21.50  1
  6  732 390.00  0.00 800.00 52.00  1
  7    1  10.00  0.00 800.00  0.71  1
  8  878 490.00  0.00 800.00 104.00  0
  9  913 510.00  0.00 800.00 52.00  0
 10  805 450.00  0.00 800.00 52.00  0
 11  660 370.00  0.00 800.00 26.00  1
 12  661 370.00  0.00 800.00 52.00  0
 13  804 450.00  0.00 800.00 26.00  1
 14  751 420.00  0.00 800.00 52.00  0
 15  750 420.00  0.00 800.00 26.00  1
 16  768 430.00  0.00 800.00 26.00  1
 17  715 400.00  0.00 800.00 52.00  0
 18  786 440.00  0.00 800.00 26.00  0
 19  822 460.00  0.00 800.00 26.00  1
