trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  951 530.00  0.00 800.00 156.00  1
  1 1115 620.00  0.00 800.00 520.00  0
  2  791 440.00  0.00 800.00 520.00  0
  3  683 380.00  0.00 800.00 520.00  0
  4  844 470.00  0.00 800.00 260.00  0
  5  736 410.00  0.00 800.00 260.00  0
  6  788 440.00  0.00 800.00 104.00  1
  7  789 440.00  0.00 800.00 156.00  1
  8  754 420.00  0.00 800.00 260.00  0
  9  610 340.00  0.00 800.00 260.00  0
 10    8  10.00  0.00 800.00 10.80  1
 11  609 340.00  0.00 800.00 156.00  1
 12  663 370.00  0.00 800.00 156.00  1
 13  646 360.00  0.00 800.00 260.00  0
 14  627 350.00  0.00 800.00 156.00  1
 15  700 390.00  0.00 800.00 260.00  0
 16  700 400.00  0.00 800.00 520.00  0
 17  700 410.00  0.00 800.00 156.00  1
 18  682 380.00  0.00 800.00 260.00  0
 19  718 400.00  0.00 800.00 260.00  0
