Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6115  2.7302    -9.0002 -0.4845
      1  -6.9110  1.4656    -8.3969 -4.8872
      2  -5.6315  0.8375    -6.8076 -4.7636
      3  -6.1807  0.6273    -6.9519 -5.7563
      4  -5.8915  0.5210    -6.4614 -5.5939
      5  -5.7298  0.5109    -6.2160 -5.4388
      6  -5.7947  0.3614    -6.2200 -5.7723
      7  -5.9162  0.6934    -6.5601 -5.6408
      8  -5.7828  0.7162    -6.3720 -5.4776
      9  -5.8284  0.5406    -6.3152 -5.7049
     10  -5.8508  0.4110    -6.3084 -5.7969
     11  -5.8624  0.3208    -6.3038 -5.8021
     12  -5.8679  0.2602    -6.3005 -5.8051
     13  -5.8699  0.2213    -6.2980 -5.8065
     14  -5.8705  0.1977    -6.2961 -5.8072
     15  -5.8707  0.1830    -6.2943 -5.8081
     16  -5.8705  0.1739    -6.2927 -5.8086
     17  -5.8702  0.1677    -6.2913 -5.8092
     18  -5.8696  0.1636    -6.2901 -5.8094
     19  -5.8691  0.1603    -6.2890 -5.8097

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1017  0.0587     0.0068  0.1898
      2   0.1007  0.0592     0.0056  0.1897
      3   0.1008  0.0591     0.0058  0.1897
      4   0.1015  0.0586     0.0067  0.1897
      5   0.1009  0.0592     0.0060  0.1898
      6   0.1118  0.0561     0.0137  0.1914
      7   0.0560  0.0410     0.0007  0.1333
      8   0.0539  0.0398     0.0001  0.1282
      9   0.0581  0.0391     0.0034  0.1309
     10   0.0607  0.0386     0.0072  0.1327
     11   0.0629  0.0381     0.0096  0.1342
     12   0.0645  0.0378     0.0118  0.1353
     13   0.0654  0.0375     0.0135  0.1358
     14   0.0660  0.0374     0.0145  0.1362
     15   0.0668  0.0372     0.0154  0.1367
     16   0.0676  0.0370     0.0163  0.1372
     17   0.0684  0.0369     0.0172  0.1377
     18   0.0688  0.0368     0.0179  0.1380
     19   0.0695  0.0367     0.0187  0.1385

