Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7850  2.6354    -9.0181 -0.8005
      1  -2.4722  1.3791    -4.6009 -0.5480
      2  -3.5891  0.8143    -4.7076 -2.6870
      3  -3.0599  0.6088    -3.7532 -2.6113
      4  -2.7746  0.5518    -3.2897 -2.4239
      5  -2.6156  0.5530    -3.0640 -2.2086
      6  -2.3666  0.9472    -3.0901 -1.1577
      7  -2.4936  0.7109    -3.0191 -2.0047
      8  -2.6501  0.7394    -3.1549 -2.2575
      9  -2.6910  0.6237    -3.1422 -2.4263
     10  -2.6433  0.6019    -2.9947 -2.3960
     11  -2.6074  0.4740    -2.8948 -2.3985
     12  -2.5499  1.0466    -3.8828 -1.8446
     13  -2.5149  0.8157    -3.0529 -2.1056
     14  -2.4942  0.6325    -2.9007 -2.1923
     15  -2.4848  0.4932    -2.8925 -2.2865
     16  -2.4353  0.4209    -2.8609 -2.2584
     17  -2.4132  0.3240    -2.8385 -2.2654
     18  -2.4479  0.3169    -2.8630 -2.3793
     19  -2.5260  0.3833    -2.8891 -2.3881

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0587     0.0070  0.1899
      1   0.1023  0.0586     0.0071  0.1899
      2   0.1014  0.0590     0.0060  0.1898
      3   0.1014  0.0589     0.0065  0.1898
      4   0.1015  0.0591     0.0061  0.1899
      5   0.1000  0.0598     0.0053  0.1897
      6   0.0428  0.0383     0.0001  0.1187
      7   0.0522  0.0396     0.0014  0.1285
      8   0.0497  0.0373     0.0007  0.1199
      9   0.0566  0.0392     0.0025  0.1297
     10   0.0575  0.0391     0.0031  0.1303
     11   0.0627  0.0394     0.0067  0.1356
     12   0.0238  0.0175     0.0001  0.0535
     13   0.0265  0.0173     0.0001  0.0552
     14   0.0289  0.0171     0.0017  0.0574
     15   0.0309  0.0170     0.0037  0.0592
     16   0.0330  0.0175     0.0054  0.0617
     17   0.0346  0.0173     0.0075  0.0631
     18   0.0349  0.0171     0.0078  0.0628
     19   0.0309  0.0151     0.0062  0.0549

