trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1040 580.00  0.00 800.00 104.00  0
  1  695 390.00  0.00 800.00 21.50  0
  2  707 400.00  0.00 800.00  4.30  1
  3  656 370.00  0.00 800.00 10.80  1
  4  693 390.00  0.00 800.00 12.90  0
  5  656 390.00  0.00 800.00 12.90  0
  6  656 380.00  0.00 800.00  8.60  0
  7  690 390.00  0.00 800.00  6.44  1
  8  708 400.00  0.00 800.00  6.44  1
  9  763 430.00  0.00 800.00  8.60  1
 10  873 490.00  0.00 800.00 12.90  0
 11  656 370.00  0.00 800.00 10.80  1
 12  801 450.00  0.00 800.00 12.90  0
 13  638 360.00  0.00 800.00 10.80  1
 14  691 390.00  0.00 800.00  8.60  0
 15  855 480.00  0.00 800.00 12.90  0
 16  727 410.00  0.00 800.00  8.60  1
 17  691 390.00  0.00 800.00  8.60  1
 18  691 400.00  0.00 800.00 10.80  0
 19  709 400.00  0.00 800.00  8.60  0
