trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  971 540.00  0.00 800.00 520.00  0
  1  822 460.00  0.00 800.00 26.00  0
  2  654 370.00  0.00 800.00  6.44  1
  3  676 380.00  0.00 800.00 17.20  1
  4  785 440.00  0.00 800.00 21.50  0
  5  695 390.00  0.00 800.00 21.50  1
  6  695 410.00  0.00 800.00 17.20  1
  7  732 410.00  0.00 800.00 26.00  1
  8  732 430.00  0.00 800.00 21.50  0
  9  768 430.00  0.00 800.00 26.00  1
 10  805 450.00  0.00 800.00 52.00  0
 11  697 390.00  0.00 800.00 52.00  1
 12    0  10.00  0.00 800.00  0.43  1
 13    0  10.00  0.00 800.00  0.71  1
 14  877 490.00  0.00 800.00 52.00  0
 15  841 470.00  0.00 800.00 52.00  0
 16  787 440.00  0.00 800.00 52.00  1
 17    0  10.00  0.00 800.00  0.43  1
 18  931 520.00  0.00 800.00 52.00  0
 19  931 520.00  0.00 800.00 104.00  0
