Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6151  2.7287    -9.0006 -0.4882
      1  -2.3034  1.4593    -4.5809 -0.2513
      2  -3.5781  0.8205    -4.7064 -2.6737
      3  -3.0479  0.6149    -3.7458 -2.5473
      4  -2.7608  0.5565    -3.2811 -2.4009
      5  -2.5992  0.5552    -3.0543 -2.1714
      6  -2.6674  0.3950    -3.0585 -2.6086
      7  -2.6371  0.3014    -2.8955 -2.6147
      8  -2.4914  1.1213    -3.9781 -1.2984
      9  -2.5321  0.8716    -3.1590 -1.9036
     10  -2.4811  1.4051    -6.0805 -1.1831
     11  -2.3242  1.0963    -3.5817 -1.2634
     12  -2.3439  0.8748    -3.1096 -1.6292
     13  -2.3630  0.7023    -3.0187 -1.8730
     14  -2.3775  0.5676    -2.9709 -1.9922
     15  -2.3285  0.4601    -2.8632 -1.9860
     16  -2.3514  0.3777    -2.8638 -2.1193
     17  -2.2590  0.4661    -2.8006 -1.9418
     18  -2.2738  0.3840    -2.7988 -2.0371
     19  -2.2398  0.3193    -2.6870 -2.0228

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0586     0.0071  0.1899
      2   0.1012  0.0590     0.0059  0.1898
      3   0.1009  0.0589     0.0062  0.1897
      4   0.1006  0.0591     0.0058  0.1896
      5   0.0988  0.0595     0.0050  0.1893
      6   0.1118  0.0561     0.0129  0.1914
      7   0.1198  0.0533     0.0208  0.1924
      8   0.0266  0.0232     0.0001  0.0688
      9   0.0313  0.0237     0.0001  0.0737
     10   0.0142  0.0115     0.0000  0.0331
     11   0.0153  0.0113     0.0001  0.0336
     12   0.0173  0.0115     0.0001  0.0357
     13   0.0191  0.0117     0.0007  0.0381
     14   0.0207  0.0119     0.0013  0.0398
     15   0.0222  0.0120     0.0021  0.0411
     16   0.0237  0.0122     0.0031  0.0430
     17   0.0202  0.0103     0.0019  0.0358
     18   0.0214  0.0104     0.0027  0.0374
     19   0.0227  0.0105     0.0037  0.0388

